,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel
0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0
1,0.01,-0.0009500586414369539,-9.865009307861328,-0.0009500586414369539,0.10562226085630456,0.0030134990692138675,-0.09865009307861328,0.01,-0.003234427557303748,10.0,-0.003234427557303748,-0.1228146307303748,0.005,0.1,0.01,-0.003198938149573645,10.0,-0.003198938149573645,-0.11926568995736452,0.005,0.1,0.01,-0.001318872847435632,-10.0,-0.001318872847435632,0.06874084025643677,0.003,-0.1,0.01,-0.0032337475131295527,10.0,-0.0032337475131295527,-0.12274662631295533,0.005,0.1
2,0.02,-0.0011498546904750086,9.772209167480467,-0.0011498546904750086,-0.019979604903805456,0.0030042190551757817,-0.0009280014038085816,0.02,-0.0053170885542091805,10.0,-0.0053170885542091805,-0.20826609969054327,0.007,0.2,0.02,-0.005203915934832971,10.0,-0.005203915934832971,-0.20049777852593265,0.007,0.2,0.02,-0.00022711974887234347,-10.0,-0.00022711974887234347,0.10917530985632885,0.001,-0.2,0.02,-0.005309240102661765,10.0,-0.005309240102661765,-0.2075492589532212,0.007,0.2
3,0.03,-0.002494023546548277,9.999977111816406,-0.002494023546548277,-0.13441688560732687,0.003994936752319336,0.09907176971435548,0.03,-0.007624379669251443,10.0,-0.007624379669251443,-0.23072911150422637,0.008,0.30000000000000004,0.03,-0.007381838763445718,10.0,-0.007381838763445718,-0.21779228286127483,0.008,0.30000000000000004,0.03,-0.0008803261239329528,10.0,-0.0008803261239329528,-0.06532063750606093,0.0,-0.1,0.03,-0.0076004813777163956,10.0,-0.0076004813777163956,-0.22912412750546307,0.008,0.30000000000000004
4,0.04,-0.004169659140667688,10.0,-0.004169659140667688,-0.16756355941194104,0.00598565444946289,0.19907176971435547,0.04,-0.008609217315831974,0.0,-0.008609217315831974,0.0,0.008,0.30000000000000004,0.04,-0.008186741106099928,0.0,-0.008186741106099928,0.0,0.008,0.30000000000000004,0.04,-0.003004511743481166,10.0,-0.003004511743481166,-0.2124185619548213,0.0,0.0,0.04,-0.007712044933356547,-10.0,-0.007712044933356547,-0.011156355564015284,0.008,0.20000000000000004
5,0.05,-0.005173688963247441,10.0,-0.005173688963247441,-0.10040298225797537,0.008,0.29907176971435545,0.05,-0.00614565689207418,-10.0,-0.00614565689207418,0.24635604237577935,0.008,0.20000000000000004,0.05,-0.005705615067127408,-10.0,-0.005705615067127408,0.248112603897252,0.008,0.20000000000000004,0.05,-0.005727962955720573,10.0,-0.005727962955720573,-0.2723451212239408,0.001,0.1,0.05,-0.006478261646786305,0.0,-0.006478261646786305,0.12337832865702436,0.008,0.20000000000000004
6,0.06,-0.0040618166424146495,0.0,-0.0040618166424146495,0.11118723208327914,0.008,0.29907176971435545,0.06,-0.0019680103221437887,-10.0,-0.0019680103221437887,0.4177646569930391,0.008,0.10000000000000003,0.06,-0.00153458935776648,-10.0,-0.00153458935776648,0.4171025709360928,0.008,0.10000000000000003,0.06,-0.007938935461465825,10.0,-0.007938935461465825,-0.22109725057452537,0.003,0.2,0.06,-0.003429927078909727,-10.0,-0.003429927078909727,0.3048334567876578,0.008,0.10000000000000003
7,0.07,-0.0006660148941481374,-10.0,-0.0006660148941481374,0.3395801748266512,0.008,0.19907176971435545,0.07,0.0026602257791274054,-10.0,0.0026602257791274054,0.46282361012711937,0.008,2.775557561562892e-17,0.07,0.00299621999979101,-10.0,0.00299621999979101,0.453080935755749,0.008,2.775557561562892e-17,0.07,-0.008739460149035037,10.0,-0.008739460149035037,0.0,0.006,0.30000000000000004,0.07,0.0004999997088973012,-10.0,0.0004999997088973012,0.3929926787807028,0.008,2.775557561562892e-17
8,0.08,0.0029657576023085948,-10.0,0.0029657576023085948,0.3631772496456732,0.008,0.09907176971435545,0.08,0.007158905004337479,-10.0,0.007158905004337479,0.4498679225210074,0.007,-0.09999999999999996,0.08,0.007397472481287379,-10.0,0.007397472481287379,0.4401252481496369,0.007,-0.09999999999999996,0.08,-0.007010986687423944,9.974449157714846,-0.007010986687423944,0.1728473461611093,0.008,0.3997444915771485,0.08,0.004300369620643209,-10.0,0.004300369620643209,0.3800369911745908,0.007,-0.09999999999999996
9,0.08999999999999998,0.006467973222704208,-10.0,0.006467973222704208,0.3502215620395612,0.007990717697143554,-0.0009282302856445656,0.08999999999999998,0.011528027353486433,-10.0,0.011528027353486433,0.4369122349148953,0.005,-0.2,0.08999999999999998,0.011669168086722628,-10.0,0.011669168086722628,0.4271695605435249,0.005,-0.2,0.08999999999999998,-0.0025650865523602494,-10.0,-0.0025650865523602494,0.4445900135063695,0.008,0.29974449157714844,0.08999999999999998,0.007971182656327996,-10.0,0.007971182656327996,0.36708130356847873,0.005,-0.2
10,0.1,0.009840631967038698,-10.0,0.009840631967038698,0.3372658744334492,0.006981435394287108,-0.10092823028564456,0.1,0.015767592826574264,-10.0,0.015767592826574264,0.4239565473087833,0.002,-0.3,0.1,0.015811306816096757,-10.0,0.015811306816096757,0.41421387293741285,0.002,-0.3,0.1,0.002775406826391552,-10.0,0.002775406826391552,0.5340493378751802,0.008,0.19974449157714844,0.1,0.011512438815951664,-10.0,0.011512438815951664,0.3541256159623667,0.002,-0.3
11,0.11,0.013083733835312068,-10.0,0.013083733835312068,0.3243101868273371,0.004972153091430663,-0.20092823028564455,0.11,0.019877601423600972,-10.0,0.019877601423600972,0.4110008597026713,0.0,-0.4,0.11,0.018121002421532008,10.0,0.018121002421532008,0.23096956054352488,0.0,-0.2,0.11,0.007986343329082234,-10.0,0.007986343329082234,0.5210936502690681,0.008,0.09974449157714844,0.11,0.014924138099514208,-10.0,0.014924138099514208,0.34116992835625465,0.0,-0.4
12,0.12,0.01619726185673604,-9.999800682067873,0.01619726185673604,0.31135280214239713,0.0019628907203674295,-0.30092623710632327,0.12,0.023006610020627687,0.0,0.023006610020627687,0.31290085970267123,0.0,-0.4,0.12,0.019449698026967256,0.0,0.019449698026967256,0.1328695605435249,0.0,-0.2,0.12,0.013067722955711791,-10.0,0.013067722955711791,0.508137962662956,0.007997444915771484,-0.0002555084228515747,0.12,0.017354837383076756,0.0,0.017354837383076756,0.24306992835625463,0.0,-0.4
13,0.13,0.019172937128628557,-9.90256690979004,0.019172937128628557,0.2975675271892512,0.0,-0.39995190620422366,0.13,0.0251546186176544,0.0,0.0251546186176544,0.2148008597026712,0.0,-0.4,0.13,0.019797393632402505,0.0,0.019797393632402505,0.03476956054352488,0.0,-0.2,0.13,0.018019545706280237,-10.0,0.018019545706280237,0.4951822750568439,0.006994889831542968,-0.10025550842285158,0.13,0.018804536666639303,0.0,0.018804536666639303,0.1449699283562546,0.0,-0.4
14,0.14,0.021167612400521063,0.0,0.021167612400521063,0.19946752718925115,0.0,-0.39995190620422366,0.14,0.026321627214681117,0.0,0.026321627214681117,0.1167008597026712,0.0,-0.4,0.14,0.019164089237837755,0.0,0.019164089237837755,-0.06333043945647512,0.0,-0.2,0.14,0.022841811580787557,-10.0,0.022841811580787557,0.48222658745073194,0.004992334747314453,-0.2002555084228516,0.14,0.019273235950201847,0.0,0.019273235950201847,0.0468699283562546,0.0,-0.4
15,0.15,0.022181287672413574,0.0,0.022181287672413574,0.10136752718925114,0.0,-0.39995190620422366,0.15,0.025656192687768947,10.0,0.025656192687768947,-0.06654345269121674,0.0,-0.30000000000000004,0.15,0.017549784843273002,0.0,0.017549784843273002,-0.16143043945647512,0.0,-0.2,0.15,0.02583175678087142,9.998561859130861,0.02583175678087142,0.2989945200083868,0.003989635848999023,-0.10026988983154297,0.15,0.018760935233764393,0.0,0.018760935233764393,-0.051230071643745406,0.0,-0.4
16,0.16,0.022213962944306085,0.0,0.022213962944306085,0.003267527189251135,0.0,-0.39995190620422366,0.16,0.0231583150369179,10.0,0.0231583150369179,-0.24978776508510467,0.0,-0.20000000000000004,0.16,0.014103037324769375,10.0,0.014103037324769375,-0.34467475185036306,0.0,-0.09999999999999996,0.16,0.02869214510489417,-10.0,0.02869214510489417,0.28603883240227473,0.0019869369506835934,-0.20026988983154295,0.16,0.01641619139338806,10.0,0.01641619139338806,-0.23447438403763332,0.0,-0.30000000000000004
17,0.17,0.02055911620496792,8.297935485839844,0.02055911620496792,-0.16548467393381647,0.0,-0.31697255134582525,0.17,0.018827994262127976,10.0,0.018827994262127976,-0.43303207747899264,0.0,-0.10000000000000003,0.17,0.009675289806265744,0.0,0.009675289806265744,-0.44277475185036314,0.0,-0.09999999999999996,0.17,0.02972009030497804,10.0,0.02972009030497804,0.1027945200083868,0.0009842380523681635,-0.10026988983154296,0.17,0.012239004429072844,10.0,0.012239004429072844,-0.41771869643152126,0.0,-0.20000000000000004
18,0.18,0.017076439148104975,9.945823669433592,0.017076439148104975,-0.3482677056862944,0.0,-0.2175143146514893,0.18,0.012665230363399171,10.0,0.012665230363399171,-0.6162763898728806,0.0,-2.775557561562892e-17,0.18,0.003415099163823235,10.0,0.003415099163823235,-0.626019064244251,2.775557561562892e-19,2.775557561562892e-17,0.18,0.028915592543522915,9.999998092651367,0.028915592543522915,-0.08044977614551238,0.0009815389633178705,-0.0002699089050293008,0.18,0.006229374340818752,10.0,0.006229374340818752,-0.6009630088254092,0.0,-0.10000000000000003
19,0.19,0.011770189898776316,9.89581298828125,0.011770189898776316,-0.5306249249328656,0.0,-0.1185561847686768,0.19,0.004670023340731484,10.0,0.004670023340731484,-0.7995207022667685,0.0009999999999999998,0.09999999999999996,0.19,-0.004677534602558153,10.0,-0.004677534602558153,-0.8092633766381389,0.0010000000000000007,0.10000000000000003,0.19,0.027701034080140567,-6.705548286437988,0.027701034080140567,-0.12145584633823477,0.00030828504562377857,-0.06732539176940919,0.19,-0.0016126988713742192,10.0,-0.0016126988713742192,-0.7842073212192971,0.0,-2.775557561562892e-17
