# Time, Reward, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000089e-01,-2.399825242634750014e-02,-5.759580582323399867e+00,2.399827721492202651e-02,5.759586531581286195e+00
2.000000000000000000e+00,2.619275058059453709e-01,-4.799649981481158428e-02,-5.759579373231380472e+00,4.799655442984405995e-02,5.759586531581287083e+00
3.000000000000000000e+00,2.637649281066167806e-01,-7.199477702973361426e-02,-5.759586531581287083e+00,7.199481467890547770e-02,5.759582459774738261e+00
4.000000000000000000e+00,2.654585294123984474e-01,-9.599305424465565117e-02,-5.759586531581287083e+00,9.599309189382751462e-02,5.759586531581287083e+00
5.000000000000000000e+00,2.669097313592299625e-01,-1.199913314595776881e-01,-5.759586531581287083e+00,1.199913691087495515e-01,5.759586531581287083e+00
6.000000000000000000e+00,2.681510846143315696e-01,-1.439896086744997250e-01,-5.759586531581287083e+00,1.439896463236715884e-01,5.759586531581287083e+00
7.000000000000000000e+00,2.691887299663761057e-01,-1.679878858894217619e-01,-5.759586531581287083e+00,1.679879235385936254e-01,5.759586531581287083e+00
8.000000000000000000e+00,2.700231540952969800e-01,-1.919861631043437988e-01,-5.759586531581287083e+00,1.919862007535156623e-01,5.759586531581287083e+00
9.000000000000000000e+00,2.706536469074209417e-01,-2.159844403192658358e-01,-5.759586531581287083e+00,2.159844779684376992e-01,5.759586531581287083e+00
1.000000000000000000e+01,2.710792731838332914e-01,-2.399827175341878727e-01,-5.759586531581287083e+00,2.399827551833597361e-01,5.759586531581287083e+00
1.100000000000000000e+01,2.712990819741702975e-01,-2.639809947491099096e-01,-5.759586531581287083e+00,2.639810323982817453e-01,5.759586531581287083e+00
1.200000000000000000e+01,2.713121506464368782e-01,-2.879792719466408024e-01,-5.759586527407413392e+00,2.879793096132037822e-01,5.759586531581287083e+00
1.300000000000000000e+01,2.721285693706919084e-01,-3.115412222862037894e-01,-5.654868081495121324e+00,3.115412564680675178e-01,5.654867245167292111e+00
1.400000000000000000e+01,2.740548248676513143e-01,-3.327469776317431571e-01,-5.089381282929447359e+00,3.327470082416509323e-01,5.089380425660025686e+00
1.500000000000000000e+01,2.757115764277177083e-01,-3.518321574414531860e-01,-4.580443154330410493e+00,3.518321848536429264e-01,4.580442386878076810e+00
1.600000000000000000e+01,2.771455336003002534e-01,-3.690088192707862147e-01,-4.122398839039931318e+00,3.690088438020112105e-01,4.122398147608388186e+00
1.700000000000000000e+01,2.783894030341864667e-01,-3.844678149174478587e-01,-3.710158955198795905e+00,3.844678368561035842e-01,3.710158332982175011e+00
1.800000000000000000e+01,2.794707657461112382e-01,-3.983809109993708963e-01,-3.339143059661525914e+00,3.983809306081485535e-01,3.339142500490791754e+00
1.900000000000000000e+01,2.804129042782138592e-01,-4.109026974727094106e-01,-3.005228753601246972e+00,4.109027149908539567e-01,3.005228251849299870e+00
2.000000000000000000e+01,2.812354988240790554e-01,-4.221723052980297375e-01,-2.704705878076880232e+00,4.221723209432896584e-01,2.704705428584562199e+00
2.100000000000000000e+01,2.819552111178216247e-01,-4.323149523398778782e-01,-2.434235290043550215e+00,4.323149663102197060e-01,2.434234888063216751e+00
2.200000000000000000e+01,2.825861729833870073e-01,-4.414433346763864119e-01,-2.190811760762051197e+00,4.414433471515321616e-01,2.190811401914987133e+00
2.300000000000000000e+01,2.831403944127042216e-01,-4.496588787779177143e-01,-1.971730584367511030e+00,4.496588899207474843e-01,1.971730264611674999e+00
2.400000000000000000e+01,2.836281040578021995e-01,-4.570528684678399345e-01,-1.774557525581337281e+00,4.570528784256908117e-01,1.774557241186403678e+00
2.500000000000000000e+01,2.840580331724057994e-01,-4.637074591872239471e-01,-1.597101772652163687e+00,4.637074680931050352e-01,1.597101520179410095e+00
2.600000000000000000e+01,2.844376523699046477e-01,-4.696965908330690831e-01,-1.437391595002838196e+00,4.696965988068052544e-01,1.437391371288052833e+00
2.700000000000000000e+01,2.847733690938373252e-01,-4.750868093127059710e-01,-1.293652435112851551e+00,4.750868164620176692e-01,1.293652237250983550e+00
2.800000000000000000e+01,2.850706924222066174e-01,-4.799380059427584833e-01,-1.164287191212609152e+00,4.799380123642814633e-01,1.164287016543314568e+00
2.900000000000000000e+01,2.853343707354951131e-01,-4.843040829082099763e-01,-1.047858471708362993e+00,4.843040886884563134e-01,1.047858317801960037e+00
3.000000000000000000e+01,2.855685068524810299e-01,-4.882335521755628016e-01,-9.430726241646838481e-01,4.882335573918241134e-01,9.430724888082688828e-01
3.100000000000000000e+01,2.857766544582426849e-01,-4.917700745146825203e-01,-8.487653613887310433e-01,4.917700792358756789e-01,8.487652425723700711e-01
3.200000000000000000e+01,2.859618989956610458e-01,-4.949529446184579573e-01,-7.638888249061003277e-01,4.949529489059136811e-01,7.638887208091194037e-01
3.300000000000000000e+01,2.861269256470235778e-01,-4.978175277104958663e-01,-6.874999420891013679e-01,4.978175316186909671e-01,6.874998510665522033e-01
3.400000000000000000e+01,2.862740765795196429e-01,-5.003956524920466498e-01,-6.187499475721979225e-01,5.003956560692809363e-01,6.187498681416043755e-01
3.500000000000000000e+01,2.864053992529591586e-01,-5.027159647942378573e-01,-5.568749525258993582e-01,5.027159680832575805e-01,5.568748833543928356e-01
3.600000000000000000e+01,2.865226872773161126e-01,-5.048042458650847664e-01,-5.011874570032534004e-01,5.048042489036541625e-01,5.011873968951909841e-01
3.700000000000000000e+01,2.866275150509260405e-01,-5.066836988278000664e-01,-4.510687110516781173e-01,5.066837016492242718e-01,4.510686589368301247e-01
3.800000000000000000e+01,2.867212671981876904e-01,-5.083752064932733905e-01,-4.059618397136049439e-01,5.083752091268740614e-01,4.059617946359562191e-01
3.900000000000000000e+01,2.868051636507378266e-01,-5.098975633913026551e-01,-3.653656555270327067e-01,5.098975658628501773e-01,3.653656166342659772e-01
4.000000000000000000e+01,2.868802810718502627e-01,-5.112676845987027541e-01,-3.288290897760289822e-01,5.112676869308072636e-01,3.288290563096902264e-01
4.100000000000000000e+01,2.869475712048794036e-01,-5.125007936846034395e-01,-2.959461806161646225e-01,5.125007958970678734e-01,2.959461519025347043e-01
4.200000000000000000e+01,2.870078766284887561e-01,-5.136105918612176024e-01,-2.663515623874004867e-01,5.136105939713555557e-01,2.663515378290553515e-01
4.300000000000000000e+01,2.870619443204776577e-01,-5.146094102195328812e-01,-2.397164059956765347e-01,5.146094122424543782e-01,2.397163850637299143e-01
4.400000000000000000e+01,2.871104373652124675e-01,-5.155083467414343090e-01,-2.157447652563356244e-01,5.155083486903015988e-01,2.157447474833256162e-01
4.500000000000000000e+01,2.871539450844766139e-01,-5.163173896106142413e-01,-1.941702886031963782e-01,5.163173914968708367e-01,1.941702735766090704e-01
4.600000000000000000e+01,2.871929918259092385e-01,-5.170455281923922453e-01,-1.747532596267278859e-01,5.170455300259670928e-01,1.747532469830997692e-01
4.700000000000000000e+01,2.872280446054151226e-01,-5.177008529155521233e-01,-1.572779335583814608e-01,5.177008547050419018e-01,1.572779229779656951e-01
4.800000000000000000e+01,2.872595197686018675e-01,-5.182906451659958780e-01,-1.415501401065082376e-01,5.182906469188270915e-01,1.415501313084437107e-01
4.900000000000000000e+01,2.872877888102951527e-01,-5.188214581910319811e-01,-1.273951260086682580e-01,5.188214599136047323e-01,1.273951187466283164e-01
5.000000000000000000e+01,2.873131834695606956e-01,-5.192991899132349820e-01,-1.146556133287139900e-01,5.192991916110505368e-01,1.146556073869981901e-01
5.100000000000000000e+01,2.873360001996455582e-01,-5.197291484629189551e-01,-1.031900519241607389e-01,5.197291501406929859e-01,1.031900471141872777e-01
5.200000000000000000e+01,2.873565040972227980e-01,-5.201161111573640028e-01,-9.287104666682369225e-02,5.201161128191262861e-01,9.287104282398006561e-02
5.300000000000000000e+01,2.873749323627485253e-01,-5.204643775821197194e-01,-8.358394194138069055e-02,5.204643792313021766e-01,8.358393892222229504e-02
5.400000000000000000e+01,2.873914973532114558e-01,-5.207778173641783859e-01,-7.522554769408763831e-02,5.207778190036931321e-01,7.522554537383624451e-02
5.500000000000000000e+01,2.874063892796980824e-01,-5.210599131679488627e-01,-6.770299290490711108e-02,5.210599147993215663e-01,6.770299095081899754e-02
5.600000000000000000e+01,2.874197785936187244e-01,-5.213137993902334788e-01,-6.093269334831238893e-02,5.213138010229834141e-01,6.093269367883589333e-02
5.700000000000000000e+01,2.874318181157001773e-01,-5.215422969881610138e-01,-5.483942350259549126e-02,5.215422986389374183e-01,5.483942782896791823e-02
5.800000000000000000e+01,2.874426448938979806e-01,-5.217479448230799566e-01,-4.935548038055811992e-02,5.217479465154707396e-01,4.935549036799933426e-02
5.900000000000000000e+01,2.874523818784003870e-01,-5.219330278698436354e-01,-4.441993122327277110e-02,5.219330296365278787e-01,4.441994905371180608e-02
6.000000000000000000e+01,2.874611394094259698e-01,-5.220996026051790695e-01,-3.997793648049911830e-02,5.220996044920788171e-01,3.997796533221310844e-02
6.100000000000000000e+01,2.874690165397270070e-01,-5.222495198570410446e-01,-3.598014044686762697e-02,5.222495219306845238e-01,3.598018526538170753e-02
6.200000000000000000e+01,2.874761022146600231e-01,-5.223844453687317424e-01,-3.238212280577836000e-02,5.223844477288640542e-01,3.238219156309542213e-02
6.300000000000000000e+01,2.874824763266911609e-01,-5.225058783057555667e-01,-2.914390488572644183e-02,5.225058811094129840e-01,2.914401133175359426e-02
6.400000000000000000e+01,2.874882106631697631e-01,-5.226151679110044856e-01,-2.622950525973766212e-02,5.226151714146709537e-01,2.622967326190168633e-02
6.500000000000000000e+01,2.874933697572905067e-01,-5.227135284906845314e-01,-2.360653912320592740e-02,5.227135331382704031e-01,2.360681366387785279e-02
6.600000000000000000e+01,2.874980116781766792e-01,-5.228020528959235191e-01,-2.124585725735703839e-02,5.228020594931984677e-01,2.124632518272262169e-02
6.700000000000000000e+01,2.875021887698412382e-01,-5.228817246390664586e-01,-1.912121835431503103e-02,5.228817347413524663e-01,1.912205955694669737e-02
6.800000000000000000e+01,2.875059484399816734e-01,-5.229534287564189254e-01,-1.720898816460442876e-02,5.229534455792554937e-01,1.721060109672439484e-02
6.900000000000000000e+01,2.875093341634858413e-01,-5.230179614774140839e-01,-1.548785303883937550e-02,5.230179921250930342e-01,1.549117100100004876e-02
7.000000000000000000e+01,2.875123871511065521e-01,-5.230760386162225384e-01,-1.393851331401665949e-02,5.230760999483168305e-01,1.394587757372274875e-02
7.100000000000000000e+01,2.875151501651389552e-01,-5.231283022880905964e-01,-1.254328124833554298e-02,5.231284366452513268e-01,1.256080726429075096e-02
7.200000000000000000e+01,2.875176770689925609e-01,-5.231753252005374444e-01,-1.128549898723615018e-02,5.231756384854183706e-01,1.132844164008639347e-02
7.300000000000000000e+01,2.875200531074704191e-01,-5.232176166536905981e-01,-1.014994875674650465e-02,5.232183148066823497e-01,1.024231710335185216e-02
7.400000000000000000e+01,2.875223818234864948e-01,-5.232556500848699610e-01,-9.128023483054708079e-03,5.232568987116895665e-01,9.260137201744523747e-03
7.500000000000000000e+01,2.875245678312870479e-01,-5.232898608282889885e-01,-8.210578420553333104e-03,5.232917238748102662e-01,8.358039148980761154e-03
7.600000000000000000e+01,2.875265096420921429e-01,-5.233206226765493296e-01,-7.382843582488180997e-03,5.233231656104174734e-01,7.546016545733204295e-03
7.700000000000000000e+01,2.875283728567778474e-01,-5.233483064351889258e-01,-6.644102073506791620e-03,5.233514711400442110e-01,6.793327110409209599e-03
7.800000000000000000e+01,2.875298464464914883e-01,-5.233731644304682185e-01,-5.965918867025913480e-03,5.233767169444514256e-01,6.058993057729994761e-03
7.900000000000000000e+01,2.875317865565213404e-01,-5.233956439755153012e-01,-5.395090811312471153e-03,5.233994583466882178e-01,5.457936536820261024e-03
8.000000000000000000e+01,2.875318646665607769e-01,-5.234158974046363433e-01,-4.860822989056219623e-03,5.234184062050700748e-01,4.547486011636245676e-03
8.100000000000000000e+01,2.875341733075821860e-01,-5.234341091242951105e-01,-4.370812718106895957e-03,5.234369482276821639e-01,4.450085426903046225e-03
8.200000000000000000e+01,2.875336560849337530e-01,-5.234505212271036712e-01,-3.938904674051359883e-03,5.234522323658167275e-01,3.668193152300219459e-03
8.300000000000000000e+01,2.875355211638517261e-01,-5.234651242814423178e-01,-3.504733041286618982e-03,5.234664629608815067e-01,3.415342815536142988e-03
8.400000000000000000e+01,2.875367921731211140e-01,-5.234783983524937678e-01,-3.185777052347155136e-03,5.234802835235399243e-01,3.316935038016036522e-03
8.500000000000000000e+01,2.875358557977147900e-01,-5.234903856647357134e-01,-2.876954938067801532e-03,5.234913020209935874e-01,2.644439388869334467e-03
8.600000000000000000e+01,2.875371900617654797e-01,-5.235011593927427764e-01,-2.585694721694646245e-03,5.235009740304252812e-01,2.321282263609794616e-03
8.700000000000000000e+01,2.875384146589314849e-01,-5.235107690657022639e-01,-2.306321510274457736e-03,5.235115513788797248e-01,2.538563629055933402e-03
8.800000000000000000e+01,2.875379049616880733e-01,-5.235195137401019716e-01,-2.098721855931234316e-03,5.235193512942738492e-01,1.871979694584671207e-03
8.900000000000000000e+01,2.875388241749115004e-01,-5.235273728958516060e-01,-1.886197379908114129e-03,5.235261891857433403e-01,1.641093952675377757e-03
9.000000000000000000e+01,2.875397039480356298e-01,-5.235343284513288564e-01,-1.669333314537212306e-03,5.235341387558211101e-01,1.907896818652441697e-03
9.100000000000000000e+01,2.875393379466114063e-01,-5.235407137911020081e-01,-1.532481545564196067e-03,5.235396239063662138e-01,1.316436130826147480e-03
9.200000000000000000e+01,2.875399617353353587e-01,-5.235464523364233846e-01,-1.377250877127477206e-03,5.235444244690954374e-01,1.152135055023517738e-03
9.300000000000000000e+01,2.875405919714241199e-01,-5.235514661433580130e-01,-1.203313664323614257e-03,5.235497832470847879e-01,1.286106717440004292e-03
9.400000000000000000e+01,2.875406057069846977e-01,-5.235561295384111302e-01,-1.119214812739672974e-03,5.235535692237595073e-01,9.086344019408121916e-04
9.500000000000000000e+01,2.875410121400282515e-01,-5.235601764258359658e-01,-9.712529819517544231e-04,5.235562340106872936e-01,6.395488626652961681e-04
9.600000000000000000e+01,2.875413696737116331e-01,-5.235638592101866662e-01,-8.838682441628412058e-04,5.235612257811361747e-01,1.198024907744108403e-03
9.700000000000000000e+01,2.875404387276386808e-01,-5.235672972646144840e-01,-8.251330626671072102e-04,5.235640974899640199e-01,6.892101186746177636e-04
9.800000000000000000e+01,2.875407310730747068e-01,-5.235703869921258802e-01,-7.415346027304721595e-04,5.235666075270644093e-01,6.024089041027711876e-04
9.900000000000000000e+01,2.875410643936674449e-01,-5.235731636191405247e-01,-6.663904835253753323e-04,5.235687985513323150e-01,5.258458243083245515e-04
1.000000000000000000e+02,2.875413625536608619e-01,-5.235756588151906366e-01,-5.988470520230535160e-04,5.235707083902794157e-01,4.583613473005863047e-04
