# Time, Reward, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000089e-01,2.399824620265526148e-02,5.759579088637262423e+00,2.399827721492202998e-02,5.759586531581287083e+00
2.000000000000000000e+00,2.593314917027182975e-01,-4.526408622917976743e-10,-5.759579197271070150e+00,4.799655442984405995e-02,5.759586531581287083e+00
3.000000000000000000e+00,2.609881539010533991e-01,2.399825162588680588e-02,5.759580498846640140e+00,7.199483164476608299e-02,5.759586531581287083e+00
4.000000000000000000e+00,2.599842442200737125e-01,-2.494277392267596483e-09,-5.759580988839407389e+00,9.599310885968811990e-02,5.759586531581287083e+00
5.000000000000000000e+00,2.612893752613122400e-01,2.399824366643140208e-02,5.759579078570110866e+00,1.199913860746101568e-01,5.759586531581287083e+00
6.000000000000000000e+00,2.599501048631934763e-01,-4.823675753967693325e-09,-5.759579637625717119e+00,1.439896632895321937e-01,5.759586531581287083e+00
7.000000000000000000e+00,2.609030226336812031e-01,2.399824852020366120e-02,5.759580802531059973e+00,1.679879405044542307e-01,5.759586531581287083e+00
8.000000000000000000e+00,2.592283095046495345e-01,-2.529953952584707011e-08,-5.759585716738365058e+00,1.919861633957961056e-01,5.759573493922048648e+00
9.000000000000000000e+00,2.616017988655277571e-01,2.399825191538249372e-02,5.759586531581284419e+00,2.159844406107181425e-01,5.759586531581287083e+00
1.000000000000000000e+01,2.616485659308436240e-01,-7.275848239868265566e-09,-5.759582205895376283e+00,2.399824377872018522e-01,5.759519322356086768e+00
1.100000000000000000e+01,2.651629452585585467e-01,2.399826993907379011e-02,5.759586531581287083e+00,2.639807150021238891e-01,5.759586531581287083e+00
1.200000000000000000e+01,2.660779331096821410e-01,-7.275848239868265566e-09,-5.759586531581287083e+00,2.879789922170459260e-01,5.759586531581286195e+00
1.300000000000000000e+01,2.696017201830926968e-01,2.399826993907378664e-02,5.759586531581286195e+00,3.115409705551712150e-01,5.654874801150069352e+00
