# Time, Reward, Input, RodPos, RodVel, ActPos, ActVel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.006281249999999818e-03,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00
1.000000000000000021e-02,-3.240742936450329622e-03,1.000000000000000000e+01,-3.250465165259680198e-03,-1.244183915259680223e-01,5.000000000000000104e-03,1.000000000000000056e-01
2.000000000000000042e-02,-1.783223862314231968e-03,1.000000000000000000e+01,-5.365720601703522982e-03,-2.115255436443843340e-01,7.000000000000000146e-03,2.000000000000000111e-01
2.999999999999999889e-02,-1.283818620903249543e-03,1.000000000000000000e+01,-7.726020460595756090e-03,-2.360299858892232761e-01,8.000000000000000167e-03,3.000000000000000444e-01
4.000000000000000083e-02,-1.459990863902744032e-03,0.000000000000000000e+00,-8.786225018966713554e-03,0.000000000000000000e+00,8.000000000000000167e-03,3.000000000000000444e-01
5.000000000000000278e-02,-1.194919741175662744e-03,0.000000000000000000e+00,-7.191027002395137917e-03,1.595198016571575395e-01,8.000000000000000167e-03,3.000000000000000444e-01
5.999999999999999778e-02,-7.442684134129929361e-04,0.000000000000000000e+00,-4.479007311919391485e-03,2.712019690475746536e-01,8.000000000000000167e-03,3.000000000000000444e-01
7.000000000000000666e-02,-2.414108166415754699e-04,0.000000000000000000e+00,-1.452810294549001201e-03,3.026197017370390041e-01,8.000000000000000167e-03,3.000000000000000444e-01
8.000000000000000167e-02,1.658622490150646095e-04,0.000000000000000000e+00,9.981590145726588169e-04,2.450969309121660000e-01,8.000000000000000167e-03,3.000000000000000444e-01
8.999999999999999667e-02,4.101243475730008089e-04,0.000000000000000000e+00,2.468128323694318733e-03,1.469969309121659795e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.000000000000000056e-01,4.913754790322331012e-04,0.000000000000000000e+00,2.957097632815978549e-03,4.889693091216597287e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.100000000000000006e-01,4.096156433927614321e-04,0.000000000000000000e+00,2.465066941937638263e-03,-4.920306908783403377e-02,8.000000000000000167e-03,3.000000000000000444e-01
1.199999999999999956e-01,1.648448406545858830e-04,0.000000000000000000e+00,9.920362510592978765e-04,-1.473030690878340265e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.300000000000000044e-01,-2.429369291822935733e-04,0.000000000000000000e+00,-1.461994439819042611e-03,-2.454030690878340470e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.400000000000000133e-01,-7.397758804836210419e-04,0.000000000000000000e+00,-4.451971248750431591e-03,-2.989976808931388841e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.499999999999999944e-01,-1.179399897644171262e-03,0.000000000000000000e+00,-7.097628584022621853e-03,-2.645657335272189603e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.600000000000000033e-01,-1.433289369326668991e-03,0.000000000000000000e+00,-8.625535424607894130e-03,0.000000000000000000e+00,8.000000000000000167e-03,3.000000000000000444e-01
1.700000000000000122e-01,-1.176047358330494777e-03,0.000000000000000000e+00,-7.077453002432917625e-03,1.548082422174976991e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.799999999999999933e-01,-7.387064189663689745e-04,0.000000000000000000e+00,-4.445535229339608527e-03,2.631917773093309654e-01,8.000000000000000167e-03,3.000000000000000444e-01
1.900000000000000022e-01,-2.507011692531872413e-04,0.000000000000000000e+00,-1.508719636565680755e-03,2.936815592773927563e-01,8.000000000000000167e-03,3.000000000000000444e-01
2.000000000000000111e-01,1.445427236168803369e-04,0.000000000000000000e+00,8.698581107263857887e-04,2.378577747292066336e-01,8.000000000000000167e-03,3.000000000000000444e-01
2.099999999999999922e-01,3.767756493882440079e-04,0.000000000000000000e+00,2.267435858018452231e-03,1.397577747292066408e-01,8.000000000000000167e-03,3.000000000000000444e-01
2.200000000000000011e-01,4.459976080609037176e-04,0.000000000000000000e+00,2.684013605310518573e-03,4.165777472920663416e-02,8.000000000000000167e-03,3.000000000000000444e-01
2.300000000000000100e-01,3.522085996348595744e-04,0.000000000000000000e+00,2.119591352602584813e-03,-5.644222527079337248e-02,8.000000000000000167e-03,3.000000000000000444e-01
2.399999999999999911e-01,9.540862411011152410e-05,0.000000000000000000e+00,5.741690998946511696e-04,-1.545422252707933652e-01,8.000000000000000167e-03,3.000000000000000444e-01
