,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel
46,46.0,0.18362332795262917,0.18362332795262917,0.4857402382685861,1.0095609954590077,-0.1439900432121593,-5.759586531581287
47,47.0,0.1836194497651241,0.1836194497651241,0.48952609200155733,0.9086048959131056,-0.11999176599723728,5.759586531581286
48,48.0,0.1839506641944362,0.1839506641944362,0.49293336036123153,0.8177444063217941,-0.1439900432121593,-5.759586531581284
49,49.0,0.18377557607463707,0.18377557607463707,0.4959999018849383,0.7359699656896147,-0.11999176599723728,5.759586531581286
50,50.0,0.18392009969883263,0.18392009969883263,0.49875978925627434,0.6623729691206535,-0.1439900432121593,-5.759586531581287
51,51.0,0.18355747487149185,0.18355747487149185,0.5012436878904767,0.5961356722085888,-0.11999176599723727,5.759586531581287
52,52.0,0.1835117300380292,0.1835117300380292,0.5034791966612588,0.536522104987729,-0.1439900432121593,-5.759586531581287
53,53.0,0.1830221985750724,0.1830221985750724,0.4794809194463368,-5.759586531581287,-0.1679883204270813,-5.759586531581287
54,54.0,0.18318502578826928,0.18318502578826928,0.483892705061533,1.0588285476470887,-0.14399004321215933,5.759586531581284
55,55.0,0.18333666084440495,0.18333666084440495,0.4878633121152096,0.95294569288238,-0.16798832042708137,-5.759586531581287
56,56.0,0.18316219070861753,0.18316219070861753,0.4914368584635185,0.8576511235941408,-0.14399004321215933,5.759586531581287
57,57.0,0.18331745800867,0.18331745800867,0.49465305017699657,0.7718860112347233,-0.16798832042708137,-5.759586531581287
58,58.0,0.18297416341166647,0.18297416341166647,0.4975476227191268,0.694697410111254,-0.14399004321215933,5.759586531581286
59,59.0,0.182948424862363,0.182948424862363,0.500152738007044,0.6252276691001333,-0.16798832042708137,-5.759586531581287
60,60.0,0.1824489670750992,0.1824489670750992,0.4761544607921219,-5.759586531581286,-0.14399004321215933,5.759586531581286
61,61.0,0.1828156751793834,0.1828156751793834,0.4808988922727396,1.1386635553482458,-0.11999176599723728,5.759586531581287
62,62.0,0.18292941292859052,0.18292941292859052,0.48516888459246577,1.0247981567342803,-0.14399004304408536,-5.759586491243536
63,63.0,0.18286900424085528,0.18286900424085528,0.4890118736930491,0.9223173841399922,-0.11999176582916332,5.759586531581287
64,64.0,0.1831281378676003,0.1831281378676003,0.49247059250333847,0.8300925144694653,-0.14399004160793277,-5.759586186904666
65,65.0,0.18311159207117167,0.18311159207117167,0.49558341081283447,0.747076394279047,-0.11999176439301072,5.759586531581287
66,66.0,0.18341420675602968,0.18341420675602968,0.49838497339970234,0.672375020848269,-0.14399004032945323,-5.759586224746207
67,67.0,0.1834595593749045,0.1834595593749045,0.500906353619562,0.6051312527663156,-0.1199917631145312,5.759586531581287
68,68.0,0.18382487666621727,0.18382487666621727,0.503175613168866,0.5446222918329641,-0.14399003949744932,-5.759586331900343
69,69.0,0.18391119776346104,0.18391119776346104,0.479177335953944,-5.759586531581287,-0.16798831671237135,-5.759586531581287
70,70.0,0.18464599988517671,0.18464599988517671,0.4836194799183795,1.0661145514645165,-0.14399003949744932,5.759586531581286
71,71.0,0.1853477054699264,0.1853477054699264,0.48761740948637133,0.9595030963180636,-0.16798831671237135,-5.759586531581284
72,72.0,0.1855511732216996,0.1855511732216996,0.4912155460975642,0.863552786686257,-0.14399003949744932,5.759586531581286
73,73.0,0.18607994437616887,0.18607994437616887,0.49445386904763766,0.7771975080176302,-0.16798831671237135,-5.759586531581287
74,74.0,0.1861102947411564,0.1861102947411564,0.49736835970270377,0.6994777572158677,-0.14399003949744932,5.759586531581287
75,75.0,0.18646466673272252,0.18646466673272252,0.49999140129226327,0.6295299814942812,-0.16798831671237135,-5.759586531581287
76,76.0,0.18631985472859316,0.18631985472859316,0.4759931240773412,-5.759586531581287,-0.14399003949744932,5.759586531581287
77,77.0,0.18683945715190028,0.18683945715190028,0.48075368922943695,1.1425356365029833,-0.11999176228252728,5.759586531581287
78,78.0,0.18708404073571444,0.18708404073571444,0.4850381978663232,1.0282820728526836,-0.14399003949744932,-5.759586531581287
79,79.0,0.18720632124573724,0.18720632124573724,0.4888942556395208,0.9254538655674152,-0.11999176228252728,5.759586531581287
80,80.0,0.18765346700321403,0.18765346700321403,0.49236471919318386,0.8329112528791242,-0.1439900390478238,-5.75958642367116
81,81.0,0.18786015050321295,0.18786015050321295,0.49548812483369525,0.7496173537227603,-0.11999176183290176,5.759586531581286
82,82.0,0.1883924413485852,0.1883924413485852,0.4982991927880517,0.674656309045536,-0.14399003891118947,-5.7595864987890595
83,83.0,0.18865319064987168,0.18865319064987168,0.5008291510690764,0.6071899874459321,-0.11999176169626746,5.759586531581287
84,84.0,0.18924171843650617,0.18924171843650617,0.5031061135219985,0.5464709887013363,-0.14399003891118947,-5.759586531581284
85,85.0,0.37861413289872936,0.18930706644936468,0.47910786879042166,-5.759578735578458,-0.16635293282242344,-5.367094538696149
