SpringK, Zeta
7.029955566406250000e+03,7.980871945619583130e-03
7.029578125000000000e+03,5.610857158899307251e-03
4.193779296875000000e+03,4.894412122666835785e-03
7.029801757812500000e+03,4.963351879268884659e-03
5.184027343750000000e+03,3.148816991597414017e-03
