SpringK, Zeta
7.029996582031250000e+03,9.999999776482582092e-03
7.029999023437500000e+03,1.251697501203352658e-08
7.029977050781250000e+03,4.494190193327085581e-07
7.029989257812500000e+03,1.788139303293689863e-09
7.030000000000000000e+03,1.102685942555581278e-08
