,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
163,5059.103515625,1647384894.029028,0.009545454755425453,1647384894.0290964,0.007339934352785349,1647384894.029124,40.75,1647384894.0291462,-0.05215125158429146,1647384894.0291674,4907.0,1647384894.029189,,,,,,
258,6185.3662109375,1647384894.0488787,0.008187011815607548,1647384894.0489585,0.00033772236201912165,1647384894.0489883,32.25,1647384894.0490115,-0.048402998596429825,1647384894.0490324,4861.0,1647384894.0490544,,,,,,
421,6352.087890625,1647384894.081223,0.0007680573035031557,1647384894.0812953,0.008206216618418694,1647384894.0813487,35.08333206176758,1647384894.0813978,-0.056353166699409485,1647384894.0814455,4927.0,1647384894.0814931,,,,,,
548,7570.34326171875,1647384894.108868,0.005445222835987806,1647384894.108945,0.0009546098881401122,1647384894.1089792,34.25,1647384894.1090045,-0.055998437106609344,1647384894.1090271,4843.0,1647384894.109051,,,,,,
700,4362.53271484375,1647384894.1412094,0.003783158026635647,1647384894.1412616,0.009927649982273579,1647384894.1412916,35.0,1647384894.141315,-0.04149580001831055,1647384894.1413374,4811.0,1647384894.1413605,,,,,,
842,4807.33447265625,1647384894.1718614,0.006300853565335274,1647384894.171918,0.0032166086602956057,1647384894.1719759,35.08333206176758,1647384894.1720254,-0.045166581869125366,1647384894.1720536,4780.0,1647384894.172079,,,,,,
953,6888.35400390625,1647384894.1976767,0.00589809799566865,1647384894.197727,0.00042243354255333543,1647384894.1977572,34.03571319580078,1647384894.1977823,-0.044041819870471954,1647384894.1978056,4718.0,1647384894.1978297,,,,,,
1051,4511.19287109375,1647384894.2194633,0.00048411035095341504,1647384894.2195148,0.015697099268436432,1647384894.2195659,32.84375,1647384894.219622,-0.03914390504360199,1647384894.2196581,4697.0,1647384894.2196841,,,,,,
1140,7588.1796875,1647384894.239773,0.0078559136018157,1647384894.2398236,0.0026908516883850098,1647384894.2398582,31.66666603088379,1647384894.2399108,-0.03659411147236824,1647384894.2399619,4671.0,1647384894.24001,,,,,,
1308,3232.907470703125,1647384894.276512,0.003953162580728531,1647384894.276563,0.001885036239400506,1647384894.2766156,32.70000076293945,1647384894.2766683,-0.04253784939646721,1647384894.2766986,4658.0,1647384894.2767236,,,,,,
1471,5004.1650390625,1647384894.3157058,0.0033052165526896715,1647384894.315763,0.0008011154714040458,1647384894.3158202,33.431819915771484,1647384894.3158686,-0.04515095427632332,1647384894.3158967,4597.0,1647384894.315923,,,,,,
1617,4944.81640625,1647384894.346587,0.008138662204146385,1647384894.3466384,0.0035433003213256598,1647384894.3466737,33.6875,1647384894.3466995,-0.04524260386824608,1647384894.3467221,4608.0,1647384894.346746,,,,,,
1709,7628.6630859375,1647384894.366516,0.009271176531910896,1647384894.3665736,0.004278483334928751,1647384894.366605,32.86538314819336,1647384894.3666298,-0.04376617446541786,1647384894.3666532,4609.0,1647384894.366677,,,,,,
1831,8397.2373046875,1647384894.3920546,0.007847139611840248,1647384894.392109,0.002628554590046406,1647384894.3921406,32.69643020629883,1647384894.3921652,-0.04388544708490372,1647384894.392188,4620.0,1647384894.392212,,,,,,
1914,8964.3583984375,1647384894.4103296,0.002657100325450301,1647384894.4103827,0.0014821515651419759,1647384894.4104142,31.899999618530273,1647384894.4104397,-0.04266044870018959,1647384894.4104626,4616.0,1647384894.4104867,,,,,,
2018,4787.52783203125,1647384894.432441,0.0010269060730934143,1647384894.4324973,0.003617199370637536,1647384894.4325287,31.53125,1647384894.4325535,-0.04237373545765877,1647384894.4325764,4620.0,1647384894.4326007,,,,,,
2202,3881.485107421875,1647384894.48802,0.0064112902618944645,1647384894.4881017,0.0008330250275321305,1647384894.488162,32.382354736328125,1647384894.4882169,-0.043485190719366074,1647384894.4882648,4473.0,1647384894.488312,,,,,,
2414,5980.4609375,1647384894.532371,0.0026623629964888096,1647384894.5324225,0.005785237066447735,1647384894.5324526,33.52777862548828,1647384894.532477,-0.04593502730131149,1647384894.5324998,4498.0,1647384894.5325232,,,,,,
2582,3248.213623046875,1647384894.5672462,0.0030080347787588835,1647384894.5672975,0.00028362387092784047,1647384894.5673277,33.97368240356445,1647384894.5673525,-0.04620394855737686,1647384894.5673797,4517.0,1647384894.5674045,,,,,,
2802,2823.71435546875,1647384894.6125867,0.004652041010558605,1647384894.6126385,0.006049757823348045,1647384894.6126692,35.025001525878906,1647384894.612694,-0.049912337213754654,1647384894.6127174,4542.0,1647384894.612742,,,,,,
2915,5753.99853515625,1647384894.6371143,0.006248148623853922,1647384894.637171,0.0008726672385819256,1647384894.6372013,34.7023811340332,1647384894.6372268,-0.04992283508181572,1647384894.6372497,4545.0,1647384894.6372738,,,,,,
3083,8421.1728515625,1647384894.6718638,0.0014837959315627813,1647384894.6719205,0.0013415717985481024,1647384894.6719508,35.03409194946289,1647384894.6719754,-0.05245748907327652,1647384894.6719975,4559.0,1647384894.672021,,,,,,
3235,5530.91552734375,1647384894.7037818,0.00876125879585743,1647384894.703837,0.0013704720186069608,1647384894.7038686,35.16304397583008,1647384894.703893,-0.053272999823093414,1647384894.7039158,4568.0,1647384894.7039397,,,,,,
3350,4744.44677734375,1647384894.7283258,0.005760216154158115,1647384894.7283807,0.00035143105196766555,1647384894.7284122,34.89583206176758,1647384894.728437,-0.052789781242609024,1647384894.7284598,4572.0,1647384894.7284837,,,,,,
3482,8247.875,1647384894.7562726,0.0028373347595334053,1647384894.7563276,0.0017949752509593964,1647384894.7563596,34.81999969482422,1647384894.7564034,-0.05264192819595337,1647384894.756458,4578.0,1647384894.7564974,,,,,,
3554,8974.927734375,1647384894.7733734,0.00040639512008056045,1647384894.7734284,0.003645740682259202,1647384894.7734606,33.90999984741211,1647384894.7734861,-0.050956498831510544,1647384894.7735212,4570.0,1647384894.7735746,,,,,,
3715,5443.96875,1647384894.8077648,0.007309977430850267,1647384894.80782,0.004090689588338137,1647384894.807869,34.56999969482422,1647384894.8079245,-0.053840480744838715,1647384894.8079588,4575.0,1647384894.807985,,,,,,
3861,4964.72900390625,1647384894.8395956,0.0019063528161495924,1647384894.8396575,0.0021113911643624306,1647384894.8397171,34.400001525878906,1647384894.8397598,-0.052474070340394974,1647384894.8397863,4575.0,1647384894.8398113,,,,,,
4070,7689.04638671875,1647384894.881956,0.0075470395386219025,1647384894.8820264,0.002181046875193715,1647384894.8820643,35.220001220703125,1647384894.8821044,-0.05411139875650406,1647384894.8821313,4592.0,1647384894.8821561,,,,,,
4281,2999.491455078125,1647384894.9259827,0.0018987975781783462,1647384894.9260492,0.001708385650999844,1647384894.9260821,35.810001373291016,1647384894.9261072,-0.060248199850320816,1647384894.9261296,4602.0,1647384894.9261534,,,,,,
4485,3779.615966796875,1647384894.968359,0.00970753375440836,1647384894.9684346,0.005513293668627739,1647384894.9684765,36.43000030517578,1647384894.96851,-0.06135232001543045,1647384894.9685566,4611.0,1647384894.9685864,,,,,,
4612,7624.65087890625,1647384894.9960117,0.008224244229495525,1647384894.9960828,0.002272504847496748,1647384894.9961305,36.59000015258789,1647384894.9961588,-0.062179118394851685,1647384894.996182,4610.0,1647384894.9962063,,,,,,
4744,8197.1748046875,1647384895.0248144,0.00990496389567852,1647384895.0248775,0.00021171131811570376,1647384895.0249212,36.93000030517578,1647384895.0249498,-0.06424973160028458,1647384895.0249734,4610.0,1647384895.0249977,,,,,,
4952,6703.8271484375,1647384895.0681977,0.002342663239687681,1647384895.0682712,0.0005040796240791678,1647384895.0683167,38.119998931884766,1647384895.068344,-0.06720183044672012,1647384895.068368,4617.0,1647384895.0683925,,,,,,
5082,3015.802490234375,1647384895.0960596,0.004675670526921749,1647384895.0961244,0.0038161608390510082,1647384895.0961578,37.7400016784668,1647384895.0961835,-0.06622335314750671,1647384895.0962067,4618.0,1647384895.0962307,,,,,,
5183,6144.43505859375,1647384895.118323,0.003044156590476632,1647384895.1183896,0.00557567086070776,1647384895.1184232,37.119998931884766,1647384895.118449,-0.06403184682130814,1647384895.1184719,4617.0,1647384895.1184962,,,,,,
5355,5970.16650390625,1647384895.1548312,0.006119404453784227,1647384895.154896,0.004348030313849449,1647384895.154929,37.380001068115234,1647384895.1549547,-0.06444209814071655,1647384895.154978,4620.0,1647384895.155002,,,,,,
5493,4772.56201171875,1647384895.1844084,0.001519034500233829,1647384895.1844728,0.005458964966237545,1647384895.1845064,37.84000015258789,1647384895.1845322,-0.06492877006530762,1647384895.1845555,4621.0,1647384895.1845806,,,,,,
5613,7586.49609375,1647384895.2101483,0.007061601150780916,1647384895.210219,0.004568949807435274,1647384895.2102652,37.81999969482422,1647384895.2102942,-0.06492116302251816,1647384895.2103405,4622.0,1647384895.2103763,,,,,,
