SpringK, Zeta
4.884121093750000000e+03,7.306014187633991241e-03
3.453999023437500000e+03,6.164958234876394272e-03
4.434778808593750000e+03,6.843677721917629242e-03
3.712868164062500000e+03,6.441341713070869446e-03
3.725207519531250000e+03,6.184279754961607978e-06
