,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
163,5059.103515625,1647375074.8078463,0.009545454755425453,1647375074.8079383,0.007339934352785349,1647375074.8079967,40.75,1647375074.8080502,-0.057507000863552094,1647375074.8081021,2641.0,1647375074.8081553,,,,,,
258,6185.3662109375,1647375074.8378098,0.008187011815607548,1647375074.8378747,0.00033772236201912165,1647375074.8379116,32.25,1647375074.8379586,-2.337899923324585,1647375074.838006,2811.0,1647375074.8380358,,,,,,
421,6352.087890625,1647375074.9011536,0.0007680573035031557,1647375074.90124,0.008206216618418694,1647375074.9012969,35.08333206176758,1647375074.9013474,-1.5745779275894165,1647375074.9013844,2715.0,1647375074.9014204,,,,,,
548,7570.34326171875,1647375074.9445057,0.005445222835987806,1647375074.9445925,0.0009546098881401122,1647375074.9446294,34.25,1647375074.9446533,-1.2046422958374023,1647375074.9446745,2761.0,1647375074.9446964,,,,,,
700,4362.53271484375,1647375074.9794755,0.003783158026635647,1647375074.9795272,0.009927649982273579,1647375074.9795544,35.0,1647375074.979577,-0.9682657122612,1647375074.9795973,2998.0,1647375074.9796336,,,,,,
842,4807.33447265625,1647375075.009599,0.006300853565335274,1647375075.009647,0.0032166086602956057,1647375075.0096734,35.08333206176758,1647375075.009695,-0.8216710090637207,1647375075.0097156,3194.0,1647375075.0097368,,,,,,
953,6888.35400390625,1647375075.033931,0.00589809799566865,1647375075.0339868,0.00042243354255333543,1647375075.0340354,34.03571319580078,1647375075.034083,-0.7078749537467957,1647375075.0341241,3309.0,1647375075.0341496,,,,,,
1051,4511.19287109375,1647375075.0556328,0.00048411035095341504,1647375075.0556931,0.015697099268436432,1647375075.0557437,32.84375,1647375075.0557935,-0.621618390083313,1647375075.0558224,3394.0,1647375075.0558457,,,,,,
1140,7588.1796875,1647375075.0755124,0.0078559136018157,1647375075.07556,0.0026908516883850098,1647375075.0755925,31.66666603088379,1647375075.0756383,-0.5620414614677429,1647375075.0756805,3459.0,1647375075.0757074,,,,,,
1308,3232.907470703125,1647375075.1108737,0.003953162580728531,1647375075.110927,0.001885036239400506,1647375075.1109765,32.70000076293945,1647375075.1110246,-0.516995370388031,1647375075.1110535,3585.0,1647375075.1110775,,,,,,
1471,5004.1650390625,1647375075.1504328,0.0033052165526896715,1647375075.1504865,0.0008011154714040458,1647375075.150514,33.431819915771484,1647375075.1505363,-0.5979140400886536,1647375075.150557,3637.0,1647375075.1505785,,,,,,
1617,4944.81640625,1647375075.1820378,0.008138662204146385,1647375075.182088,0.0035433003213256598,1647375075.1821241,33.6875,1647375075.1821463,-0.5539228916168213,1647375075.182167,3708.0,1647375075.182189,,,,,,
1709,7628.6630859375,1647375075.2016873,0.009271176531910896,1647375075.2017379,0.004278483334928751,1647375075.2017655,32.86538314819336,1647375075.2017882,-0.5133394598960876,1647375075.201809,3750.0,1647375075.201831,,,,,,
1831,8397.2373046875,1647375075.2271564,0.007847139611840248,1647375075.2272084,0.002628554590046406,1647375075.227236,32.69643020629883,1647375075.2272587,-0.4784729778766632,1647375075.2272797,3805.0,1647375075.2273014,,,,,,
1914,8964.3583984375,1647375075.2456203,0.002657100325450301,1647375075.2456706,0.0014821515651419759,1647375075.245699,31.899999618530273,1647375075.245721,-0.44728830456733704,1647375075.2457418,3830.0,1647375075.2457635,,,,,,
2018,4787.52783203125,1647375075.2675195,0.0010269060730934143,1647375075.2675722,0.003617199370637536,1647375075.2676005,31.53125,1647375075.267623,-0.6169713735580444,1647375075.2676435,3869.0,1647375075.2676651,,,,,,
2202,3881.485107421875,1647375075.3057775,0.0064112902618944645,1647375075.305833,0.0008330250275321305,1647375075.3058617,32.382354736328125,1647375075.3058846,-0.6208515167236328,1647375075.3059056,3933.0,1647375075.3059275,,,,,,
2414,5980.4609375,1647375075.348544,0.0026623629964888096,1647375075.3485992,0.005785237066447735,1647375075.3486278,33.52777862548828,1647375075.3486502,-0.5928638577461243,1647375075.348671,4006.0,1647375075.3486924,,,,,,
2582,3248.213623046875,1647375075.383509,0.0030080347787588835,1647375075.3835595,0.00028362387092784047,1647375075.383586,33.97368240356445,1647375075.383608,-3.332923650741577,1647375075.3836281,4050.0,1647375075.3836496,,,,,,
2802,2823.71435546875,1647375075.427801,0.004652041010558605,1647375075.4278514,0.006049757823348045,1647375075.4278786,35.025001525878906,1647375075.427901,-3.1729865074157715,1647375075.427921,4109.0,1647375075.427943,,,,,,
2915,5753.99853515625,1647375075.4549174,0.006248148623853922,1647375075.4549818,0.0008726672385819256,1647375075.4550211,34.7023811340332,1647375075.4550686,-3.0255141258239746,1647375075.4551153,4112.0,1647375075.455145,,,,,,
3083,8421.1728515625,1647375075.491313,0.0014837959315627813,1647375075.4913754,0.0013415717985481024,1647375075.4914067,35.03409194946289,1647375075.4914498,-2.8895022869110107,1647375075.4914954,4136.0,1647375075.4915378,,,,,,
3235,5530.91552734375,1647375075.524905,0.00876125879585743,1647375075.5249567,0.0013704720186069608,1647375075.524984,35.16304397583008,1647375075.525006,-2.8122715950012207,1647375075.5250268,4153.0,1647375075.5250485,,,,,,
3350,4744.44677734375,1647375075.5501785,0.005760216154158115,1647375075.5502286,0.00035143105196766555,1647375075.5502567,34.89583206176758,1647375075.550279,-2.696329116821289,1647375075.5502996,4165.0,1647375075.550321,,,,,,
3482,8247.875,1647375075.5785277,0.0028373347595334053,1647375075.5785766,0.0017949752509593964,1647375075.5786037,34.81999969482422,1647375075.5786257,-2.589662551879883,1647375075.578646,4182.0,1647375075.5786674,,,,,,
3554,8974.927734375,1647375075.5949633,0.00040639512008056045,1647375075.5950115,0.003645740682259202,1647375075.595039,33.90999984741211,1647375075.5950613,-2.588040828704834,1647375075.5950818,4186.0,1647375075.5951083,,,,,,
