# Time, Reward, Height, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,5.010290000000015009e-01,2.505145000000007505e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.010290000000015009e-01,2.505145000000007505e-01,2.399824566430443576e-02,5.759578959433064860e+00,2.399827721492202998e-02,5.759586531581287083e+00
2.000000000000000000e+00,5.003450661735907579e-01,2.501725330867953789e-01,4.799648932629133058e-02,5.759578478876854923e+00,4.799655442984405995e-02,5.759586531581287083e+00
3.000000000000000000e+00,4.992103162819541695e-01,2.496051581409770848e-01,7.199473020625822561e-02,5.759577811192055918e+00,7.199483164476608299e-02,5.759586531581287083e+00
4.000000000000000000e+00,4.976238564320899505e-01,2.488119282160449752e-01,9.599297863037874190e-02,5.759579621788924797e+00,9.599310885968811990e-02,5.759586531581287083e+00
5.000000000000000000e+00,4.955826362920888739e-01,2.477913181460444370e-01,1.199912187330012953e-01,5.759577624629413251e+00,1.199913860746101568e-01,5.759586531581287083e+00
6.000000000000000000e+00,4.930820629955026124e-01,2.465410314977513062e-01,1.439894601000556440e-01,5.759577928093043475e+00,1.439896632895321937e-01,5.759586531581287083e+00
7.000000000000000000e+00,4.901163994132846646e-01,2.450581997066423323e-01,1.679877111512837751e-01,5.759580252294751013e+00,1.679879405044542307e-01,5.759586531581287083e+00
8.000000000000000000e+00,4.866789686799201098e-01,2.433394843399600549e-01,1.439894711407221084e-01,-5.759577602534798224e+00,1.439896632895321937e-01,-5.759586531581287083e+00
9.000000000000000000e+00,4.836756842027281067e-01,2.418378421013640533e-01,1.199911939258000715e-01,-5.759586531581287083e+00,1.199913860746101568e-01,-5.759586531581287083e+00
1.000000000000000000e+01,4.801973862034620288e-01,2.400986931017310144e-01,9.599291671087803457e-02,-5.759586531581287083e+00,9.599310885968811990e-02,-5.759586531581287083e+00
1.100000000000000000e+01,4.764401206492798746e-01,2.382200603246399373e-01,7.199466264583920250e-02,-5.759580975609320141e+00,7.199483164476608299e-02,-5.759586531581287083e+00
1.200000000000000000e+01,2.362112242755567970e-01,2.362112242755567970e-01,4.799638543091717946e-02,-5.759586531581286195e+00,4.799655442984405301e-02,-5.759586531581287083e+00
1.300000000000000000e+01,2.347283339150815495e-01,2.347283339150815495e-01,2.399810821599515295e-02,-5.759586531581286195e+00,2.399827721492202304e-02,-5.759586531581287083e+00
1.400000000000000000e+01,2.336532497116501628e-01,2.336532497116501628e-01,-1.689989268770231146e-07,-5.759586531581287083e+00,-6.938893903907228378e-18,-5.759586531581287083e+00
1.500000000000000000e+01,2.329140668465290442e-01,2.329140668465290442e-01,-2.399844621384890700e-02,-5.759586531581287083e+00,-2.399827721492203692e-02,-5.759586531581287083e+00
1.600000000000000000e+01,2.324684804787359171e-01,2.324684804787359171e-01,-4.799672342877094044e-02,-5.759586531581287083e+00,-4.799655442984406689e-02,-5.759586531581287083e+00
1.700000000000000000e+01,2.323231093880511189e-01,2.323231093880511189e-01,-7.199500064369296348e-02,-5.759586531581287083e+00,-7.199483164476609687e-02,-5.759586531581287083e+00
1.800000000000000000e+01,2.324833336869233658e-01,2.324833336869233658e-01,-9.599327785861500040e-02,-5.759586531581287083e+00,-9.599310885968811990e-02,-5.759586531581287083e+00
1.900000000000000000e+01,2.325108591152299509e-01,2.325108591152299509e-01,-7.199500064369296348e-02,5.759586531581287083e+00,-8.734284696969099593e-02,2.076062853599311531e+00
2.000000000000000000e+01,2.322037983568924768e-01,2.322037983568924768e-01,-4.799672342877093351e-02,5.759586531581287083e+00,-6.334456975476895901e-02,5.759586531581287083e+00
2.100000000000000000e+01,2.318580382650866356e-01,2.318580382650866356e-01,-2.399844621384890353e-02,5.759586531581287083e+00,-4.044024206891903839e-02,5.497038644603979840e+00
2.200000000000000000e+01,2.317070564511931607e-01,2.317070564511931607e-01,-1.689989268735536676e-07,5.759586531581287083e+00,-1.644196485399700841e-02,5.759586531581287083e+00
2.300000000000000000e+01,2.317280528377586579e-01,2.317280528377586579e-01,2.399810821599515642e-02,5.759586531581287083e+00,7.556312360925021565e-03,5.759586531581287083e+00
2.400000000000000000e+01,2.318626613879321008e-01,2.318626613879321008e-01,4.799638543091718640e-02,5.759586531581287083e+00,3.155458957584705154e-02,5.759586531581287083e+00
2.500000000000000000e+01,2.320250838699790541e-01,2.320250838699790541e-01,7.199466264583921637e-02,5.759586531581287083e+00,5.555286679076908152e-02,5.759586531581287083e+00
2.600000000000000000e+01,2.322504516279272346e-01,2.322504516279272346e-01,9.599293986076123941e-02,5.759586531581287083e+00,7.955114400569110455e-02,5.759586531581287083e+00
2.700000000000000000e+01,2.324684580942911194e-01,2.324684580942911194e-01,1.199912170756832763e-01,5.759586531581287083e+00,1.035494212206131415e-01,5.759586531581287083e+00
2.800000000000000000e+01,2.326372219675446051e-01,2.326372219675446051e-01,1.439894942906053132e-01,5.759586531581287083e+00,1.275476984355351784e-01,5.759586531581287083e+00
2.900000000000000000e+01,2.327323362182067423e-01,2.327323362182067423e-01,1.199912170756832763e-01,-5.759586531581287083e+00,1.241771673119218405e-01,-8.089274696671999720e-01
3.000000000000000000e+01,2.334746421986720888e-01,2.334746421986720888e-01,9.599293986076123941e-02,-5.759586531581287083e+00,1.481754445268438636e-01,5.759586531581287083e+00
