,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
175,5427.64013671875,1647115846.2504737,0.0026114729698747396,1647115846.250537,0.0010931838769465685,1647115846.2505674,43.75,1647115846.2505927,-0.08788424730300903,1647115846.250616,4678.0,1647115846.2506404,,,,,,
355,8789.6533203125,1647115846.2910354,0.006943623535335064,1647115846.2910972,0.004454490728676319,1647115846.2911274,44.375,1647115846.2911532,-0.09000137448310852,1647115846.291176,4551.0,1647115846.291205,,,,,,
565,6356.826171875,1647115846.338757,0.002165398793295026,1647115846.3388174,0.0020830139983445406,1647115846.3388493,47.08333206176758,1647115846.3388753,-0.09114966541528702,1647115846.3388996,4494.0,1647115846.3389254,,,,,,
675,6028.45751953125,1647115846.3631303,0.00705661391839385,1647115846.3631904,0.0024912813678383827,1647115846.3632245,42.1875,1647115846.3632514,-0.0770416259765625,1647115846.363276,4497.0,1647115846.363302,,,,,,
787,4571.7041015625,1647115846.3878262,0.00946126226335764,1647115846.3878818,0.001304439501836896,1647115846.387914,39.349998474121094,1647115846.3879404,-0.07238879799842834,1647115846.3879654,4502.0,1647115846.387992,,,,,,
1006,5237.81298828125,1647115846.4380593,0.008999899961054325,1647115846.4381225,0.004023702349513769,1647115846.438155,41.91666793823242,1647115846.4381814,-0.08236729353666306,1647115846.4382179,4470.0,1647115846.4382741,,,,,,
1139,3712.34033203125,1647115846.4710171,0.0059514520689845085,1647115846.4710736,0.002918628277257085,1647115846.4711084,40.67856979370117,1647115846.4711387,-0.07954121381044388,1647115846.471167,4415.0,1647115846.4711957,,,,,,
1269,8824.771484375,1647115846.5027716,0.009864035993814468,1647115846.5028384,0.002546941861510277,1647115846.5028725,39.65625,1647115846.5029004,-0.07588784396648407,1647115846.5029259,4380.0,1647115846.5029523,,,,,,
1392,2865.598876953125,1647115846.5337706,0.008764569647610188,1647115846.5338292,0.005104105453938246,1647115846.5338643,38.66666793823242,1647115846.5338938,-0.07431994378566742,1647115846.5339286,4340.0,1647115846.5339866,,,,,,
1553,9404.3525390625,1647115846.574633,0.005592061206698418,1647115846.5747175,0.00043583937804214656,1647115846.5747807,38.82500076293945,1647115846.5748358,-0.07314705103635788,1647115846.5748928,4295.0,1647115846.5749497,,,,,,
1649,9583.853515625,1647115846.598919,0.009088052436709404,1647115846.5989995,0.0009177933097817004,1647115846.599061,37.477272033691406,1647115846.5991182,-0.0693201795220375,1647115846.5991755,4274.0,1647115846.5992355,,,,,,
1805,9206.3173828125,1647115846.6366599,0.009479721076786518,1647115846.6367466,0.0031889094971120358,1647115846.6368113,37.60416793823242,1647115846.6368716,-0.06776135414838791,1647115846.63694,4261.0,1647115846.6369967,,,,,,
1939,3642.637451171875,1647115846.6694639,0.005897835362702608,1647115846.669549,0.0076918164268136024,1647115846.6696131,37.28845977783203,1647115846.6696742,-0.06614434719085693,1647115846.669733,4248.0,1647115846.66979,,,,,,
2033,9153.66015625,1647115846.694107,5.8152072597295046e-05,1647115846.6941605,0.002568476367741823,1647115846.6941948,36.30356979370117,1647115846.6942244,-0.06283080577850342,1647115846.6942518,4226.0,1647115846.6942806,,,,,,
2190,4403.39697265625,1647115846.7313948,0.007184626068919897,1647115846.7314475,0.0018690621946007013,1647115846.7314796,36.5,1647115846.7315056,-0.06465568393468857,1647115846.7315297,4224.0,1647115846.7315552,,,,,,
2329,8565.1318359375,1647115846.7654443,0.004412536043673754,1647115846.7654996,0.0018492756644263864,1647115846.7655308,36.390625,1647115846.7655568,-0.06395947188138962,1647115846.7655966,4216.0,1647115846.7656515,,,,,,
2422,9260.5869140625,1647115846.7889693,0.006878100801259279,1647115846.7890227,0.002042903332039714,1647115846.7890553,35.617645263671875,1647115846.7890823,-0.06178498640656471,1647115846.7891076,4205.0,1647115846.7891397,,,,,,
2523,7767.2568359375,1647115846.8136995,0.0057259914465248585,1647115846.8137596,0.00019802704628091305,1647115846.8138196,35.04166793823242,1647115846.813878,-0.06108766794204712,1647115846.813935,4200.0,1647115846.8139894,,,,,,
2644,8847.2041015625,1647115846.842578,0.001672172686085105,1647115846.84264,0.000846672395709902,1647115846.8427002,34.78947448730469,1647115846.8427546,-0.05920281633734703,1647115846.842787,4199.0,1647115846.8428144,,,,,,
2798,8408.7353515625,1647115846.877927,0.0008304922375828028,1647115846.878009,0.004447371233254671,1647115846.878073,34.974998474121094,1647115846.878133,-0.05834285169839859,1647115846.8781784,4208.0,1647115846.8782082,,,,,,
2921,4030.2041015625,1647115846.9073672,0.0037841093726456165,1647115846.9074306,0.001996715785935521,1647115846.907491,34.77381134033203,1647115846.907549,-0.05792778730392456,1647115846.9076064,4207.0,1647115846.9076653,,,,,,
2999,4729.193359375,1647115846.9271061,0.0007816415163688362,1647115846.927166,0.0026363166980445385,1647115846.9272277,34.07954406738281,1647115846.9272869,-0.05627448856830597,1647115846.9273312,4199.0,1647115846.9273617,,,,,,
3102,5171.3427734375,1647115846.9499257,0.005830585025250912,1647115846.9499807,0.002353678224608302,1647115846.9500127,33.71739196777344,1647115846.9500394,-0.05566960945725441,1647115846.950064,4209.0,1647115846.95009,,,,,,
3249,6768.88671875,1647115846.9821014,0.005204926244914532,1647115846.9821637,0.01603792794048786,1647115846.982198,33.84375,1647115846.9822283,-0.05501364544034004,1647115846.982257,4224.0,1647115846.982286,,,,,,
3367,4098.1162109375,1647115847.008433,0.0021728987339884043,1647115847.008486,0.002533647231757641,1647115847.0085187,33.66999816894531,1647115847.0085454,-0.054446280002593994,1647115847.0085716,4233.0,1647115847.008623,,,,,,
3587,4187.10498046875,1647115847.0550694,0.009274931624531746,1647115847.055122,0.0002931065682787448,1647115847.0551536,34.119998931884766,1647115847.0551803,-0.05574088916182518,1647115847.0552049,4260.0,1647115847.0552306,,,,,,
3707,7616.525390625,1647115847.080819,0.004879553336650133,1647115847.0808797,0.001129446318373084,1647115847.080925,33.52000045776367,1647115847.0809536,-0.05148369073867798,1647115847.0809786,4271.0,1647115847.081005,,,,,,
3881,8612.751953125,1647115847.1168828,0.003115312196314335,1647115847.1169634,0.0016906997188925743,1647115847.116997,33.15999984741211,1647115847.117023,-0.05012878030538559,1647115847.1170478,4293.0,1647115847.1170733,,,,,,
4007,9157.8701171875,1647115847.143441,0.005457488354295492,1647115847.1434977,0.0004787961079273373,1647115847.1435301,33.31999969482422,1647115847.1435566,-0.050700780004262924,1647115847.1435814,4306.0,1647115847.143608,,,,,,
