,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
163,5059.103515625,1647115846.2262466,0.009545454755425453,1647115846.226309,0.007339934352785349,1647115846.2263372,40.75,1647115846.22636,-0.05215125158429146,1647115846.2263813,4563.0,1647115846.2264035,,,,,,
258,6185.3662109375,1647115846.2460718,0.008187011815607548,1647115846.2461295,0.00033772236201912165,1647115846.2461572,32.25,1647115846.2461796,-0.048402998596429825,1647115846.2462006,4640.0,1647115846.2462227,,,,,,
421,6352.087890625,1647115846.2862465,0.0007680573035031557,1647115846.2863166,0.008206216618418694,1647115846.2863739,35.08333206176758,1647115846.2864292,-0.056353166699409485,1647115846.2864819,4396.0,1647115846.286534,,,,,,
548,7570.34326171875,1647115846.3171701,0.005445222835987806,1647115846.3172352,0.0009546098881401122,1647115846.317295,34.25,1647115846.3173523,-0.055998437106609344,1647115846.317386,4325.0,1647115846.3174136,,,,,,
700,4362.53271484375,1647115846.3534968,0.003783158026635647,1647115846.3535726,0.009927649982273579,1647115846.3536167,35.0,1647115846.3536441,-0.04149580001831055,1647115846.353667,4294.0,1647115846.3536918,,,,,,
842,4807.33447265625,1647115846.3852596,0.006300853565335274,1647115846.3853257,0.0032166086602956057,1647115846.3853576,35.08333206176758,1647115846.3853817,-0.045166581869125366,1647115846.3854043,4322.0,1647115846.385429,,,,,,
953,6888.35400390625,1647115846.4118707,0.00589809799566865,1647115846.4119382,0.00042243354255333543,1647115846.4119713,34.03571319580078,1647115846.4119966,-0.044041819870471954,1647115846.4120202,4304.0,1647115846.4120452,,,,,,
1051,4511.19287109375,1647115846.4336548,0.00048411035095341504,1647115846.4337196,0.015697099268436432,1647115846.433759,32.84375,1647115846.433784,-0.03914390504360199,1647115846.433807,4322.0,1647115846.4338307,,,,,,
1140,7588.1796875,1647115846.4536886,0.0078559136018157,1647115846.4537537,0.0026908516883850098,1647115846.4537864,31.66666603088379,1647115846.4538112,-0.03659411147236824,1647115846.4538336,4331.0,1647115846.4538574,,,,,,
1308,3232.907470703125,1647115846.4882815,0.003953162580728531,1647115846.4883344,0.001885036239400506,1647115846.4883645,32.70000076293945,1647115846.4883888,-0.04253784939646721,1647115846.4884114,4392.0,1647115846.488436,,,,,,
1471,5004.1650390625,1647115846.5229533,0.0033052165526896715,1647115846.5230207,0.0008011154714040458,1647115846.5230534,33.431819915771484,1647115846.5230782,-0.04515095427632332,1647115846.5231009,4424.0,1647115846.5231254,,,,,,
1617,4944.81640625,1647115846.5543199,0.008138662204146385,1647115846.5543852,0.0035433003213256598,1647115846.5544174,33.6875,1647115846.5544424,-0.04524260386824608,1647115846.5544658,4444.0,1647115846.5544906,,,,,,
1709,7628.6630859375,1647115846.5748777,0.009271176531910896,1647115846.5749333,0.004278483334928751,1647115846.5749652,32.86538314819336,1647115846.5749898,-0.04376617446541786,1647115846.5750124,4445.0,1647115846.5750368,,,,,,
1831,8397.2373046875,1647115846.6013052,0.007847139611840248,1647115846.6013572,0.002628554590046406,1647115846.601399,32.69643020629883,1647115846.6014545,-0.04388544708490372,1647115846.60151,4456.0,1647115846.6015506,,,,,,
1914,8964.3583984375,1647115846.6214676,0.002657100325450301,1647115846.6215186,0.0014821515651419759,1647115846.6215596,31.899999618530273,1647115846.6216133,-0.04266044870018959,1647115846.6216671,4440.0,1647115846.62172,,,,,,
2018,4787.52783203125,1647115846.6463819,0.0010269060730934143,1647115846.646435,0.003617199370637536,1647115846.6464722,31.53125,1647115846.6465254,-0.04237373545765877,1647115846.6465795,4426.0,1647115846.646636,,,,,,
2202,3881.485107421875,1647115846.6963525,0.0064112902618944645,1647115846.6964393,0.0008330250275321305,1647115846.696502,32.382354736328125,1647115846.696559,-0.043485190719366074,1647115846.6966112,4353.0,1647115846.6966672,,,,,,
2414,5980.4609375,1647115846.7465086,0.0026623629964888096,1647115846.7465641,0.005785237066447735,1647115846.7465951,33.52777862548828,1647115846.7466197,-0.04593502730131149,1647115846.746642,4341.0,1647115846.746666,,,,,,
2582,3248.213623046875,1647115846.7813182,0.0030080347787588835,1647115846.7813685,0.00028362387092784047,1647115846.7813983,33.97368240356445,1647115846.7814229,-0.04620394855737686,1647115846.7814453,4370.0,1647115846.7814693,,,,,,
2802,2823.71435546875,1647115846.8277617,0.004652041010558605,1647115846.8278213,0.006049757823348045,1647115846.8278518,35.025001525878906,1647115846.8278763,-0.049912337213754654,1647115846.8278987,4396.0,1647115846.8279343,,,,,,
2915,5753.99853515625,1647115846.8527665,0.006248148623853922,1647115846.8528178,0.0008726672385819256,1647115846.852848,34.7023811340332,1647115846.8528721,-0.04992283508181572,1647115846.8529,4401.0,1647115846.8529317,,,,,,
3083,8421.1728515625,1647115846.8885288,0.0014837959315627813,1647115846.888584,0.0013415717985481024,1647115846.888615,35.03409194946289,1647115846.88864,-0.05245748907327652,1647115846.8886628,4416.0,1647115846.8886876,,,,,,
3235,5530.91552734375,1647115846.9202552,0.00876125879585743,1647115846.920307,0.0013704720186069608,1647115846.9203372,35.16304397583008,1647115846.920362,-0.053272999823093414,1647115846.9203854,4432.0,1647115846.9204106,,,,,,
3350,4744.44677734375,1647115846.9446862,0.005760216154158115,1647115846.9447372,0.00035143105196766555,1647115846.9447672,34.89583206176758,1647115846.944792,-0.052789781242609024,1647115846.9448147,4441.0,1647115846.9448383,,,,,,
3482,8247.875,1647115846.9727998,0.0028373347595334053,1647115846.972871,0.0017949752509593964,1647115846.9729152,34.81999969482422,1647115846.9729435,-0.05264192819595337,1647115846.9729667,4451.0,1647115846.9729915,,,,,,
3554,8974.927734375,1647115846.9891002,0.00040639512008056045,1647115846.989155,0.003645740682259202,1647115846.9891863,33.90999984741211,1647115846.9892108,-0.050956498831510544,1647115846.9892335,4450.0,1647115846.989258,,,,,,
3715,5443.96875,1647115847.0226188,0.007309977430850267,1647115847.0226839,0.004090689588338137,1647115847.0227447,34.56999969482422,1647115847.022801,-0.053840480744838715,1647115847.0228338,4464.0,1647115847.0228608,,,,,,
3861,4964.72900390625,1647115847.055371,0.0019063528161495924,1647115847.0554507,0.0021113911643624306,1647115847.0555077,34.400001525878906,1647115847.0555637,-0.052474070340394974,1647115847.0556169,4464.0,1647115847.0556703,,,,,,
4070,7689.04638671875,1647115847.1321573,0.0075470395386219025,1647115847.1322544,0.002181046875193715,1647115847.1323178,35.220001220703125,1647115847.1323764,-0.05411139875650406,1647115847.1324437,4322.0,1647115847.132503,,,,,,
