,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
189,6390.4775390625,1647031290.6137276,0.007975546643137932,1647031290.613818,0.002967804903164506,1647031290.6138756,47.25,1647031290.613929,-0.09542974829673767,1647031290.61398,4112.0,1647031290.614032,,,,,,
299,9033.9482421875,1647031290.6548786,0.0048576886765658855,1647031290.6549654,0.0009243250824511051,1647031290.6550255,37.375,1647031290.6550822,-0.06201675161719322,1647031290.655137,3431.0,1647031290.6551907,,,,,,
446,4169.0888671875,1647031290.7124107,0.0021986854262650013,1647031290.7124708,0.0007017611060291529,1647031290.712504,37.16666793823242,1647031290.7125316,-0.06499966979026794,1647031290.7125568,3081.0,1647031290.7125826,,,,,,
560,3707.4853515625,1647031290.737935,0.00957063864916563,1647031290.7379906,0.0010781249729916453,1647031290.7380238,35.0,1647031290.7380507,-0.06565137207508087,1647031290.738076,3288.0,1647031290.7381012,,,,,,
657,8203.4736328125,1647031290.7598712,0.008568915538489819,1647031290.7599266,0.0007793322438374162,1647031290.7599595,32.849998474121094,1647031290.7599964,-0.06571085005998611,1647031290.7600234,3418.0,1647031290.760049,,,,,,
907,3328.002197265625,1647031290.8178062,0.003933659754693508,1647031290.8178833,0.0025450263638049364,1647031290.817947,37.79166793823242,1647031290.8180072,-0.08170679211616516,1647031290.8180528,3626.0,1647031290.8180833,,,,,,
1129,3788.435302734375,1647031290.8689775,0.0026866463012993336,1647031290.869046,0.0034429668448865414,1647031290.869109,40.32143020629883,1647031290.8691692,-0.0883449986577034,1647031290.8692055,3746.0,1647031290.8692348,,,,,,
1242,3141.3271484375,1647031290.895717,0.00851583294570446,1647031290.8957744,0.003798924619331956,1647031290.8958354,38.8125,1647031290.8958948,-0.08193012326955795,1647031290.895935,3785.0,1647031290.8959646,,,,,,
1346,6057.92626953125,1647031290.9210348,0.0041418918408453465,1647031290.9211035,0.0020827671978622675,1647031290.9211652,37.38888931274414,1647031290.9212196,-0.07703019678592682,1647031290.921251,3809.0,1647031290.9212797,,,,,,
