,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
153,4455.10888671875,1647031290.5950732,0.003430756041780114,1647031290.5951393,0.0016038324683904648,1647031290.5951686,38.25,1647031290.5951927,-0.07223449647426605,1647031290.5952146,4840.0,1647031290.5952375,,,,,,
320,4295.69677734375,1647031290.6294136,0.005590721964836121,1647031290.6294634,0.0007750227232463658,1647031290.6294925,40.0,1647031290.6295164,-0.08000949770212173,1647031290.6295383,4845.0,1647031290.6295612,,,,,,
429,7740.64453125,1647031290.6518736,0.005144080147147179,1647031290.6519346,0.0012276418274268508,1647031290.6519713,35.75,1647031290.6519945,-0.0658649131655693,1647031290.652016,4849.0,1647031290.6520388,,,,,,
546,6491.0244140625,1647031290.6825686,0.0014384781243279576,1647031290.6826236,0.004532384220510721,1647031290.6826613,34.125,1647031290.682687,-0.05991693586111069,1647031290.6827102,4581.0,1647031290.6827352,,,,,,
657,8274.4189453125,1647031290.707053,0.004277332685887814,1647031290.7071054,0.0025149937719106674,1647031290.7071347,32.849998474121094,1647031290.7071598,-0.05820139870047569,1647031290.7071826,4573.0,1647031290.7072206,,,,,,
762,8728.943359375,1647031290.7317507,0.009217697195708752,1647031290.7318034,0.0002482285490259528,1647031290.7318335,31.75,1647031290.7318585,-0.056909915059804916,1647031290.7318823,4526.0,1647031290.731907,,,,,,
901,4724.8115234375,1647031290.762059,0.009525041095912457,1647031290.762135,0.0037011976819485426,1647031290.7621865,32.17856979370117,1647031290.7622333,-0.0576273575425148,1647031290.7622757,4537.0,1647031290.7623186,,,,,,
1048,7937.80419921875,1647031290.7952828,0.009789923205971718,1647031290.7953374,0.004366615787148476,1647031290.7953677,32.75,1647031290.795393,-0.05838974937796593,1647031290.7954164,4519.0,1647031290.7954407,,,,,,
1234,3267.611083984375,1647031290.8338006,0.006180752068758011,1647031290.8338573,0.006134075578302145,1647031290.8338883,34.27777862548828,1647031290.833914,-0.06245966628193855,1647031290.8339381,4563.0,1647031290.833963,,,,,,
1383,5033.56103515625,1647031290.8650315,0.00492427172139287,1647031290.865084,0.0027365689165890217,1647031290.8651147,34.57500076293945,1647031290.8651397,-0.0620332732796669,1647031290.865163,4585.0,1647031290.8651874,,,,,,
1557,3526.67578125,1647031290.9019003,0.0060705626383423805,1647031290.9019535,0.005672660656273365,1647031290.9019845,35.3863639831543,1647031290.902009,-0.06464818120002747,1647031290.9020324,4599.0,1647031290.9020724,,,,,,
1804,7265.0703125,1647031290.9730098,0.009389210492372513,1647031290.9730642,0.004650877323001623,1647031290.9730945,37.58333206176758,1647031290.9731207,-0.07224968820810318,1647031290.9731696,4404.0,1647031290.9732265,,,,,,
1927,6853.92431640625,1647031291.0026882,0.00978229008615017,1647031291.0027413,0.00399334030225873,1647031291.002774,37.05769348144531,1647031291.0028028,-0.07013590633869171,1647031291.00283,4386.0,1647031291.002882,,,,,,
2046,5984.142578125,1647031291.0311718,0.008605294860899448,1647031291.0312252,0.001329903258010745,1647031291.0312555,36.53571319580078,1647031291.0312798,-0.06918074935674667,1647031291.0313027,4373.0,1647031291.0313268,,,,,,
2220,6091.8828125,1647031291.0708852,0.00855450052767992,1647031291.0709374,0.0012567401863634586,1647031291.0709755,37.0,1647031291.07103,-0.07075738161802292,1647031291.0710845,4374.0,1647031291.0711255,,,,,,
2330,7947.81005859375,1647031291.0955527,0.003568022046238184,1647031291.095613,0.0019400302553549409,1647031291.095646,36.40625,1647031291.0956707,-0.06920678168535233,1647031291.0956938,4378.0,1647031291.0957181,,,,,,
2448,6742.96142578125,1647031291.1223757,0.006096834782510996,1647031291.1224692,0.0014133845688775182,1647031291.1225302,36.0,1647031291.1225886,-0.06733222305774689,1647031291.1226437,4380.0,1647031291.1226993,,,,,,
2611,3859.03466796875,1647031291.1717396,0.007864805869758129,1647031291.1718004,0.0014571025967597961,1647031291.171831,36.26388931274414,1647031291.171856,-0.06808184832334518,1647031291.1718783,4292.0,1647031291.1719027,,,,,,
2723,9178.51171875,1647031291.1972764,0.007185604888945818,1647031291.19733,0.0011689827078953385,1647031291.1973603,35.828948974609375,1647031291.1973853,-0.0667320117354393,1647031291.1974084,4295.0,1647031291.197433,,,,,,
2833,4013.3046875,1647031291.2237992,0.007887727580964565,1647031291.2238595,0.001021708594635129,1647031291.2238922,35.412498474121094,1647031291.2239234,-0.06537719815969467,1647031291.2239752,4290.0,1647031291.2240353,,,,,,
2947,3647.104248046875,1647031291.2673256,0.002019399544224143,1647031291.2673802,0.004489079583436251,1647031291.2674112,35.08333206176758,1647031291.2674365,-0.06404955685138702,1647031291.2674599,4186.0,1647031291.2674844,,,,,,
3101,7397.94873046875,1647031291.3043344,0.008195065893232822,1647031291.304391,0.0038381388876587152,1647031291.3044243,35.2386360168457,1647031291.3044524,-0.06478208303451538,1647031291.304494,4185.0,1647031291.3045444,,,,,,
3215,8571.716796875,1647031291.3342626,0.0026447270065546036,1647031291.334319,0.0019755985122174025,1647031291.3343503,34.94565200805664,1647031291.3343759,-0.06388311088085175,1647031291.3343992,4170.0,1647031291.334424,,,,,,
3338,3687.29443359375,1647031291.3607414,0.009002949111163616,1647031291.3607934,0.0003038661670871079,1647031291.3608243,34.77083206176758,1647031291.36085,-0.0628722608089447,1647031291.360873,4186.0,1647031291.3609054,,,,,,
3512,5826.279296875,1647031291.3992386,0.0059282975271344185,1647031291.3992975,0.0046149627305567265,1647031291.3993566,35.119998931884766,1647031291.3994136,-0.06405656784772873,1647031291.3994606,4201.0,1647031291.399491,,,,,,
3610,7061.71142578125,1647031291.422673,0.006737548392266035,1647031291.4227364,0.004810245707631111,1647031291.422796,34.56999969482422,1647031291.4228468,-0.061997439712285995,1647031291.4228764,4201.0,1647031291.4229028,,,,,,
3771,3548.394287109375,1647031291.4600596,0.0038847862742841244,1647031291.4601138,0.008290579542517662,1647031291.4601572,34.5099983215332,1647031291.460211,-0.06087803840637207,1647031291.4602656,4205.0,1647031291.4603002,,,,,,
3889,9573.2197265625,1647031291.4861035,0.0033191400580108166,1647031291.4861546,9.393648360855877e-05,1647031291.4861994,34.599998474121094,1647031291.486228,-0.06183186173439026,1647031291.4862518,4214.0,1647031291.4862764,,,,,,
4057,7510.7392578125,1647031291.521206,0.009069840423762798,1647031291.5212584,0.0028734803199768066,1647031291.5212889,35.11000061035156,1647031291.5213134,-0.06318479776382446,1647031291.5213366,4235.0,1647031291.5213606,,,,,,
4186,5442.81298828125,1647031291.5483518,0.0015710642328485847,1647031291.5484061,0.0014860972296446562,1647031291.5484374,35.290000915527344,1647031291.5484636,-0.06326410919427872,1647031291.5484874,4249.0,1647031291.548512,,,,,,
4285,5748.6298828125,1647031291.5722895,0.005572348367422819,1647031291.5723612,0.0006688692374154925,1647031291.5723958,35.22999954223633,1647031291.5724282,-0.06266216188669205,1647031291.5724807,4247.0,1647031291.5725384,,,,,,
4404,9077.1767578125,1647031291.599366,0.007144350558519363,1647031291.5994215,0.0025259109679609537,1647031291.5994525,35.029998779296875,1647031291.5994778,-0.061637818813323975,1647031291.5995014,4251.0,1647031291.5995255,,,,,,
4538,2978.07373046875,1647031291.6311357,0.007556741125881672,1647031291.63119,0.0018529356457293034,1647031291.6312213,34.900001525878906,1647031291.6312468,-0.061422739177942276,1647031291.6312702,4250.0,1647031291.6312947,,,,,,
4664,6294.54052734375,1647031291.6622083,0.00950530357658863,1647031291.6622715,0.0003732027253136039,1647031291.6623049,34.29999923706055,1647031291.662332,-0.060309961438179016,1647031291.6623821,4244.0,1647031291.6624393,,,,,,
