,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
189,6390.4775390625,1647041254.6243124,0.007975546643137932,1647041254.624397,0.002967804903164506,1647041254.624439,47.25,1647041254.6244748,-0.03400925174355507,1647041254.6245086,2106.0,1647041254.624544,,,,,,
299,9033.9482421875,1647041254.693717,0.0048576886765658855,1647041254.6938002,0.0009243250824511051,1647041254.6938434,37.375,1647041254.693881,-0.10072112828493118,1647041254.693917,1842.0,1647041254.6939633,,,,,,
446,4169.0888671875,1647041254.752605,0.0021986854262650013,1647041254.7526858,0.0007017611060291529,1647041254.752738,37.16666793823242,1647041254.7527685,-0.08412574976682663,1647041254.7527926,2015.0,1647041254.752817,,,,,,
560,3707.4853515625,1647041254.7926958,0.00957063864916563,1647041254.7927892,0.0010781249729916453,1647041254.7928479,35.0,1647041254.7929106,-0.07038369029760361,1647041254.792964,2143.0,1647041254.7930179,,,,,,
657,8203.4736328125,1647041254.827712,0.008568915538489819,1647041254.8277888,0.0007793322438374162,1647041254.827839,32.849998474121094,1647041254.827868,-0.07181645184755325,1647041254.827891,2217.0,1647041254.827915,,,,,,
907,3328.002197265625,1647041254.9173672,0.003933659754693508,1647041254.9174504,0.0025450263638049364,1647041254.917505,37.79166793823242,1647041254.917547,-0.37243717908859253,1647041254.917586,2350.0,1647041254.9176369,,,,,,
1129,3788.435302734375,1647041255.0002222,0.0026866463012993336,1647041255.0002987,0.0034429668448865414,1647041255.0003529,40.32143020629883,1647041255.0004,-0.3248876929283142,1647041255.0004282,2408.0,1647041255.0004535,,,,,,
1242,3141.3271484375,1647041255.0295243,0.00851583294570446,1647041255.0295887,0.003798924619331956,1647041255.0296268,38.8125,1647041255.0296795,-0.40734776854515076,1647041255.029728,2493.0,1647041255.0297618,,,,,,
1346,6057.92626953125,1647041255.0556524,0.0041418918408453465,1647041255.0557265,0.0020827671978622675,1647041255.05578,37.38888931274414,1647041255.0558112,-0.3669230043888092,1647041255.0558345,2567.0,1647041255.0558581,,,,,,
1460,4261.67626953125,1647041255.085479,0.00843742024153471,1647041255.085536,0.0006530310492962599,1647041255.0855684,36.5,1647041255.0856082,-1.1687182188034058,1647041255.0856562,2634.0,1647041255.0857008,,,,,,
1538,7479.93603515625,1647041255.1127384,0.0027309139259159565,1647041255.1128125,0.0022856586147099733,1647041255.1128538,34.95454406738281,1647041255.1128898,-1.2178477048873901,1647041255.1129327,2645.0,1647041255.1129687,,,,,,
1767,6390.52880859375,1647041255.1878834,0.0022249994799494743,1647041255.187961,0.00027728432905860245,1647041255.1880114,36.8125,1647041255.1880467,-1.1198163032531738,1647041255.18808,2691.0,1647041255.1881151,,,,,,
1879,8192.8798828125,1647041255.2259676,0.0081184608861804,1647041255.226043,0.002119179582223296,1647041255.226083,36.13461685180664,1647041255.2261193,-1.0637564659118652,1647041255.2261534,2705.0,1647041255.2261882,,,,,,
2045,3390.079345703125,1647041255.2809324,0.001748205628246069,1647041255.281009,0.003366028657183051,1647041255.2810576,36.51785659790039,1647041255.2810934,-0.992251992225647,1647041255.2811272,2728.0,1647041255.2811623,,,,,,
2154,8913.1865234375,1647041255.322543,0.0032043331302702427,1647041255.322627,0.0009427221957594156,1647041255.3226802,35.900001525878906,1647041255.3227336,-0.9277872443199158,1647041255.3227808,2722.0,1647041255.322828,,,,,,
2298,7679.9287109375,1647041255.3708022,0.003968187607824802,1647041255.370874,0.00021332055621314794,1647041255.3709154,35.90625,1647041255.3709514,-0.8718824982643127,1647041255.3709853,2737.0,1647041255.3710203,,,,,,
2417,6403.12744140625,1647041255.4109669,0.009503079578280449,1647041255.4110482,0.007905552163720131,1647041255.4110887,35.54411697387695,1647041255.4111245,-0.8230915665626526,1647041255.4111586,2748.0,1647041255.4111936,,,,,,
2540,5938.9267578125,1647041255.4523735,0.009873607195913792,1647041255.4524472,0.0017048120498657227,1647041255.452488,35.27777862548828,1647041255.4525235,-0.7798370122909546,1647041255.4525576,2758.0,1647041255.4525924,,,,,,
2642,8739.7177734375,1647041255.4874275,0.007522678002715111,1647041255.4874923,0.0003105360083281994,1647041255.4875317,34.76315689086914,1647041255.4875653,-0.7401060461997986,1647041255.4875972,2763.0,1647041255.4876308,,,,,,
2783,6679.5498046875,1647041255.534508,0.007653392385691404,1647041255.5345812,0.0028940695337951183,1647041255.534622,34.787498474121094,1647041255.5346572,-0.9960675239562988,1647041255.534691,2774.0,1647041255.5347311,,,,,,
2932,6174.47705078125,1647041255.5841477,0.008822250179946423,1647041255.584234,0.0030235107988119125,1647041255.5842752,34.904762268066406,1647041255.5843108,-0.9556310772895813,1647041255.5843441,2785.0,1647041255.5843792,,,,,,
