SpringK, Zeta
7.029895507812500000e+03,2.147099934518337250e-03
5.693700195312500000e+03,9.983547963201999664e-03
4.583939453125000000e+03,9.345224127173423767e-03
7.029998046875000000e+03,5.066394859198908307e-09
3.488806640625000000e+03,6.628354545682668686e-03
