SpringK, Zeta
7.029948242187500000e+03,7.999913766980171204e-03
5.901197753906250000e+03,5.299555137753486633e-03
7.029283691406250000e+03,6.738957599736750126e-04
7.029881347656250000e+03,4.645600449293851852e-03
7.029528320312500000e+03,6.709197070449590683e-03
