# Time, Reward, Input, RodPos, RodVel, ActPos, ActVel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.006281249999999818e-03,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00
1.000000000000000021e-02,-2.659133930508106921e-03,9.999917984008789062e+00,-2.659133930508106921e-03,-6.528526805081069639e-02,4.999991798400878901e-03,9.999917984008789562e-02
2.000000000000000042e-02,-3.580526482764301299e-03,1.000000000000000000e+01,-3.580526482764301299e-03,-9.213925522561945691e-02,6.999983596801758606e-03,1.999991798400879150e-01
2.999999999999999889e-02,-4.228533872547643110e-03,1.000000000000000000e+01,-4.228533872547643110e-03,-6.480073897833413255e-02,8.000000000000000167e-03,2.999991798400879484e-01
4.000000000000000083e-02,-2.519477249301071108e-03,-1.000000000000000000e+01,-2.519477249301071108e-03,1.709056623246572038e-01,8.000000000000000167e-03,1.999991798400879428e-01
5.000000000000000278e-02,5.400852899673943240e-04,-1.000000000000000000e+01,5.400852899673943240e-04,3.059562539268465553e-01,8.000000000000000167e-03,9.999917984008793725e-02
5.999999999999999778e-02,3.470090953174739552e-03,-1.000000000000000000e+01,3.470090953174739552e-03,2.930005663207345123e-01,7.999991798400879831e-03,-8.201599120682967481e-07
7.000000000000000666e-02,6.270539740320964575e-03,-1.000000000000000000e+01,6.270539740320964575e-03,2.800448787146224694e-01,6.999983596801758606e-03,-1.000008201599120738e-01
8.000000000000000167e-02,8.941431651406069395e-03,-1.000000000000000000e+01,8.941431651406069395e-03,2.670891911085104264e-01,4.999975395202638229e-03,-2.000008201599120794e-01
8.999999999999999667e-02,1.148276668643005358e-02,-1.000000000000000000e+01,1.148276668643005358e-02,2.541335035023983835e-01,1.999967193603517396e-03,-3.000008201599120850e-01
1.000000000000000056e-01,1.389454476419297278e-02,-9.999999046325683594e+00,1.389454476419297278e-02,2.411778077762919414e-01,0.000000000000000000e+00,-4.000008106231689453e-01
1.100000000000000006e-01,1.532532284195589276e-02,0.000000000000000000e+00,1.532532284195589276e-02,1.430778077762919209e-01,0.000000000000000000e+00,-4.000008106231689453e-01
1.199999999999999956e-01,1.577510091971881176e-02,0.000000000000000000e+00,1.577510091971881176e-02,4.497780777629191429e-02,0.000000000000000000e+00,-4.000008106231689453e-01
