SpringK, Zeta
4.398633789062500000e+03,6.353431846946477890e-03
3.935259765625000000e+03,3.510370152071118355e-03
3.506110107421875000e+03,4.914483986794948578e-03
4.646957519531250000e+03,4.150620661675930023e-03
3.839635253906250000e+03,5.352484993636608124e-03
