,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
175,5427.64013671875,1647301250.7919114,0.0026114729698747396,1647301250.791978,0.0010931838769465685,1647301250.7920175,43.75,1647301250.792052,-0.06419025361537933,1647301250.7920847,3129.0,1647301250.7921188,,,,,,
355,8789.6533203125,1647301250.849541,0.006943623535335064,1647301250.8496027,0.004454490728676319,1647301250.8496423,44.375,1647301250.8496766,-0.06283474713563919,1647301250.849709,3125.0,1647301250.849743,,,,,,
565,6356.826171875,1647301250.9158282,0.002165398793295026,1647301250.9158916,0.0020830139983445406,1647301250.9159315,47.08333206176758,1647301250.9159658,-0.06385699659585953,1647301250.9159982,3141.0,1647301250.9160318,,,,,,
675,6028.45751953125,1647301250.9446385,0.00705661391839385,1647301250.9446843,0.0024912813678383827,1647301250.9447117,42.1875,1647301250.9447346,-0.05988793820142746,1647301250.9447558,3233.0,1647301250.944778,,,,,,
787,4571.7041015625,1647301250.968263,0.00946126226335764,1647301250.9683108,0.001304439501836896,1647301250.968339,39.349998474121094,1647301250.968361,-0.06191695109009743,1647301250.9683816,3386.0,1647301250.9684033,,,,,,
1006,5237.81298828125,1647301251.014312,0.008999899961054325,1647301251.014361,0.004023702349513769,1647301251.0143888,41.91666793823242,1647301251.0144112,-0.08049620687961578,1647301251.0144322,3613.0,1647301251.0144665,,,,,,
1139,3712.34033203125,1647301251.042665,0.0059514520689845085,1647301251.0427177,0.002918628277257085,1647301251.042745,40.67856979370117,1647301251.0427668,-0.08417513966560364,1647301251.0427876,3713.0,1647301251.0428095,,,,,,
1269,8824.771484375,1647301251.0697877,0.009864035993814468,1647301251.0698366,0.002546941861510277,1647301251.0698674,39.65625,1647301251.0698936,-0.07730540633201599,1647301251.0699182,3800.0,1647301251.069943,,,,,,
1392,2865.598876953125,1647301251.095389,0.008764569647610188,1647301251.0954363,0.005104105453938246,1647301251.0954647,38.66666793823242,1647301251.0954883,-0.08838074654340744,1647301251.0955098,3872.0,1647301251.0955315,,,,,,
1553,9404.3525390625,1647301251.1284175,0.005592061206698418,1647301251.128465,0.00043583937804214656,1647301251.1284926,38.82500076293945,1647301251.1285145,-0.08982157707214355,1647301251.1285353,3956.0,1647301251.1285565,,,,,,
1649,9583.853515625,1647301251.1552787,0.009088052436709404,1647301251.1553257,0.0009177933097817004,1647301251.1553533,37.477272033691406,1647301251.1553762,-0.09973195195198059,1647301251.155397,3932.0,1647301251.1554186,,,,,,
1805,9206.3173828125,1647301251.187456,0.009479721076786518,1647301251.1875026,0.0031889094971120358,1647301251.1875293,37.60416793823242,1647301251.1875513,-0.1985234171152115,1647301251.187572,3997.0,1647301251.1875968,,,,,,
1939,3642.637451171875,1647301251.2154112,0.005897835362702608,1647301251.2154577,0.0076918164268136024,1647301251.2154849,37.28845977783203,1647301251.2155077,-0.18625761568546295,1647301251.2155282,4043.0,1647301251.2155497,,,,,,
2033,9153.66015625,1647301251.2355657,5.8152072597295046e-05,1647301251.2356124,0.002568476367741823,1647301251.2356405,36.30356979370117,1647301251.2356641,-0.19003060460090637,1647301251.235685,4068.0,1647301251.235707,,,,,,
2190,4403.39697265625,1647301251.2682853,0.007184626068919897,1647301251.2683327,0.0018690621946007013,1647301251.268362,36.5,1647301251.268387,-0.20557895302772522,1647301251.2684107,4113.0,1647301251.268435,,,,,,
2329,8565.1318359375,1647301251.3031616,0.004412536043673754,1647301251.3032186,0.0018492756644263864,1647301251.3032463,36.390625,1647301251.3032687,-0.19422867894172668,1647301251.3032894,4105.0,1647301251.3033113,,,,,,
2422,9260.5869140625,1647301251.3230612,0.006878100801259279,1647301251.3231075,0.002042903332039714,1647301251.323135,35.617645263671875,1647301251.3231566,-0.18544922769069672,1647301251.3231766,4124.0,1647301251.3231978,,,,,,
2523,7767.2568359375,1647301251.344595,0.0057259914465248585,1647301251.3446426,0.00019802704628091305,1647301251.3446705,35.04166793823242,1647301251.3446932,-0.17809851467609406,1647301251.3447142,4144.0,1647301251.344736,,,,,,
2644,8847.2041015625,1647301251.3708842,0.001672172686085105,1647301251.3709326,0.000846672395709902,1647301251.3709626,34.78947448730469,1647301251.3709881,-0.1968122124671936,1647301251.3710117,4163.0,1647301251.3710365,,,,,,
2798,8408.7353515625,1647301251.4029632,0.0008304922375828028,1647301251.4030106,0.004447371233254671,1647301251.4030383,34.974998474121094,1647301251.403061,-0.1906539350748062,1647301251.403082,4194.0,1647301251.4031036,,,,,,
2921,4030.2041015625,1647301251.4298966,0.0037841093726456165,1647301251.4299445,0.001996715785935521,1647301251.4299743,34.77381134033203,1647301251.4300053,-0.18253245949745178,1647301251.4300296,4209.0,1647301251.4300544,,,,,,
2999,4729.193359375,1647301251.4470665,0.0007816415163688362,1647301251.447114,0.0026363166980445385,1647301251.4471447,34.07954406738281,1647301251.447171,-0.17972420156002045,1647301251.4471955,4217.0,1647301251.4472208,,,,,,
3102,5171.3427734375,1647301251.4690506,0.005830585025250912,1647301251.4690967,0.002353678224608302,1647301251.4691243,33.71739196777344,1647301251.469146,-0.1751200258731842,1647301251.4691756,4231.0,1647301251.4691966,,,,,,
3249,6768.88671875,1647301251.499364,0.005204926244914532,1647301251.4994097,0.01603792794048786,1647301251.4994369,33.84375,1647301251.4994586,-0.16903415322303772,1647301251.4994788,4255.0,1647301251.4995003,,,,,,
3367,4098.1162109375,1647301251.52572,0.0021728987339884043,1647301251.5257685,0.002533647231757641,1647301251.5257986,33.66999816894531,1647301251.5258243,-0.17294293642044067,1647301251.5258484,4263.0,1647301251.5258725,,,,,,
3587,4187.10498046875,1647301251.5705647,0.009274931624531746,1647301251.570619,0.0002931065682787448,1647301251.5706475,34.119998931884766,1647301251.570671,-0.17156502604484558,1647301251.5706923,4297.0,1647301251.5707147,,,,,,
3707,7616.525390625,1647301251.5959072,0.004879553336650133,1647301251.5959551,0.001129446318373084,1647301251.5959852,33.52000045776367,1647301251.5960107,-0.1696358174085617,1647301251.5960348,4310.0,1647301251.596059,,,,,,
3881,8612.751953125,1647301251.6317105,0.003115312196314335,1647301251.6317637,0.0016906997188925743,1647301251.6317914,33.15999984741211,1647301251.6318135,-0.17422178387641907,1647301251.6318345,4332.0,1647301251.6318564,,,,,,
4007,9157.8701171875,1647301251.6583936,0.005457488354295492,1647301251.6584399,0.0004787961079273373,1647301251.6584678,33.31999969482422,1647301251.6584904,-0.17381978034973145,1647301251.6585116,4343.0,1647301251.6585338,,,,,,
4111,9140.37109375,1647301251.681161,0.007456147577613592,1647301251.681208,0.00024689105339348316,1647301251.6812353,33.2400016784668,1647301251.6812575,-1.2581995725631714,1647301251.681278,4349.0,1647301251.6812994,,,,,,
4463,9408.4599609375,1647301251.7530878,0.002865654183551669,1647301251.753137,0.0010665113804861903,1647301251.7531655,34.56999969482422,1647301251.753189,-1.254115343093872,1647301251.7532103,4387.0,1647301251.753233,,,,,,
4575,6606.265625,1647301251.776669,0.0004044123343192041,1647301251.7767153,0.0011994949309155345,1647301251.7767427,34.36000061035156,1647301251.7767653,-1.2506113052368164,1647301251.776786,4395.0,1647301251.776808,,,,,,
4685,9116.90625,1647301251.80007,0.0009782073320820928,1647301251.8001182,0.004386106040328741,1647301251.800147,34.15999984741211,1647301251.800169,-1.250119924545288,1647301251.80019,4402.0,1647301251.8002114,,,,,,
4818,5993.86767578125,1647301251.8280466,0.006355503108352423,1647301251.8280938,0.0004974614130333066,1647301251.8281217,34.2599983215332,1647301251.8281438,-1.2555423974990845,1647301251.8281643,4411.0,1647301251.8281858,,,,,,
4944,5600.4453125,1647301251.8546133,0.009000936523079872,1647301251.8546617,0.00015100240125320852,1647301251.854692,33.90999984741211,1647301251.854718,-1.25332510471344,1647301251.8547423,4419.0,1647301251.8547666,,,,,,
5108,5715.525390625,1647301251.8885007,0.009549306705594063,1647301251.888556,0.0007900389027781785,1647301251.8885841,34.59000015258789,1647301251.8886075,-1.2670328617095947,1647301251.8886285,4431.0,1647301251.8886504,,,,,,
5227,4032.237060546875,1647301251.9141479,0.007350612431764603,1647301251.9141934,0.0005013857735320926,1647301251.914221,34.220001220703125,1647301251.9142437,-1.2199946641921997,1647301251.9142642,4436.0,1647301251.9142864,,,,,,
5346,3848.03125,1647301251.9393468,0.007991598919034004,1647301251.939393,0.004141359124332666,1647301251.9394207,34.06999969482422,1647301251.939443,-1.2205803394317627,1647301251.9394634,4442.0,1647301251.9394846,,,,,,
5494,3418.304931640625,1647301251.9699535,0.004614861216396093,1647301251.9700003,0.004176644142717123,1647301251.9700277,34.61000061035156,1647301251.97005,-1.2126951217651367,1647301251.9700708,4452.0,1647301251.9700925,,,,,,
5613,5982.9921875,1647301251.9954627,0.003508116351440549,1647301251.9955082,0.0026225161273032427,1647301251.9955359,34.22999954223633,1647301251.9955585,-1.199529767036438,1647301251.9955792,4456.0,1647301251.9956005,,,,,,
5728,9673.796875,1647301252.0196807,0.00200165924616158,1647301252.019727,0.0037210648879408836,1647301252.0197546,33.9900016784668,1647301252.019777,-1.2569046020507812,1647301252.019798,4461.0,1647301252.01982,,,,,,
5901,2942.83349609375,1647301252.0553813,0.00048605125630274415,1647301252.0554278,0.005682298447936773,1647301252.0554557,34.790000915527344,1647301252.055478,-1.2563138008117676,1647301252.0554981,4472.0,1647301252.0555198,,,,,,
6052,4775.29638671875,1647301252.086736,0.0045631458051502705,1647301252.0867846,0.002241000533103943,1647301252.0868134,35.290000915527344,1647301252.0868363,-1.255562424659729,1647301252.0868568,4480.0,1647301252.086879,,,,,,
6133,7003.638671875,1647301252.104365,0.0038806325756013393,1647301252.104411,0.0029151292983442545,1647301252.1044383,34.88999938964844,1647301252.104461,-1.2350120544433594,1647301252.104482,4481.0,1647301252.1045034,,,,,,
6264,9654.419921875,1647301252.1318371,0.007255794946104288,1647301252.1318846,0.00535051804035902,1647301252.1319125,34.65999984741211,1647301252.1319346,-1.2387830018997192,1647301252.1319554,4487.0,1647301252.1319778,,,,,,
6351,4706.6962890625,1647301252.150729,0.0038708625361323357,1647301252.1507747,0.0011548881884664297,1647301252.1508029,34.29999923706055,1647301252.1508255,-1.2388015985488892,1647301252.1508465,4488.0,1647301252.150868,,,,,,
6448,9169.2119140625,1647301252.1716561,0.0022499177139252424,1647301252.1717095,0.002109925728291273,1647301252.1717384,34.4900016784668,1647301252.1717618,-1.23949134349823,1647301252.1717827,4491.0,1647301252.1718044,,,,,,
6571,8138.31982421875,1647301252.197746,0.00011608505883486941,1647301252.1977928,0.002802927978336811,1647301252.1978207,34.689998626708984,1647301252.1978436,-1.237726092338562,1647301252.1978648,4495.0,1647301252.1978867,,,,,,
6743,5412.57080078125,1647301252.2332883,0.009633037261664867,1647301252.2333348,0.0022084780503064394,1647301252.2333632,34.939998626708984,1647301252.2333856,-1.2380341291427612,1647301252.2334063,4503.0,1647301252.2334275,,,,,,
6889,3173.14208984375,1647301252.2634444,0.001366289216093719,1647301252.2634916,0.005167248658835888,1647301252.263519,35.220001220703125,1647301252.2635403,-1.228118896484375,1647301252.2635603,4509.0,1647301252.2635815,,,,,,
6997,6941.99560546875,1647301252.2866118,0.0014587262412533164,1647301252.286666,0.0013283333973959088,1647301252.2866948,34.099998474121094,1647301252.2867174,-1.2301230430603027,1647301252.2867384,4512.0,1647301252.2867603,,,,,,
7130,7248.11669921875,1647301252.314885,0.008603726513683796,1647301252.3149471,0.0005082422867417336,1647301252.314979,34.22999954223633,1647301252.3150084,-1.3111026287078857,1647301252.3150291,4515.0,1647301252.315051,,,,,,
7227,6584.05615234375,1647301252.3359282,0.00875173695385456,1647301252.3359754,0.0004360568127594888,1647301252.336003,33.459999084472656,1647301252.3360262,-1.3043839931488037,1647301252.336047,4516.0,1647301252.3360689,,,,,,
7367,6580.693359375,1647301252.365926,0.0006984647479839623,1647301252.3659756,0.0002177683636546135,1647301252.3660054,33.599998474121094,1647301252.3660316,-1.3050881624221802,1647301252.3660557,4519.0,1647301252.3660808,,,,,,
7501,9064.5615234375,1647301252.3937485,0.007610093802213669,1647301252.3937964,0.0032906332053244114,1647301252.3938243,33.900001525878906,1647301252.3938472,-0.22032494843006134,1647301252.3938684,4524.0,1647301252.3938904,,,,,,
7639,7601.96484375,1647301252.4266639,0.0007099654758349061,1647301252.426712,0.008691075257956982,1647301252.4267404,31.760000228881836,1647301252.426763,-0.3302250802516937,1647301252.4267838,4518.0,1647301252.4268053,,,,,,
7805,5587.76953125,1647301252.4646554,0.00837769079953432,1647301252.4647038,0.0020544365979731083,1647301252.4647324,32.29999923706055,1647301252.4647553,-0.33228033781051636,1647301252.464776,4514.0,1647301252.4647975,,,,,,
7927,8027.0224609375,1647301252.4904537,0.0013892985880374908,1647301252.4905005,0.00031113156001083553,1647301252.490528,32.41999816894531,1647301252.4905508,-0.3325583040714264,1647301252.490571,4518.0,1647301252.4905927,,,,,,
8060,7082.25,1647301252.5219402,0.0017436210764572024,1647301252.5219884,0.001529061235487461,1647301252.5220168,32.41999816894531,1647301252.52204,-0.3217686414718628,1647301252.5220613,4512.0,1647301252.5220835,,,,,,
8262,4189.52685546875,1647301252.5629506,0.009416688233613968,1647301252.562997,0.002357873832806945,1647301252.5630243,33.18000030517578,1647301252.5630465,-0.34476131200790405,1647301252.563067,4522.0,1647301252.563088,,,,,,
8394,7825.36376953125,1647301252.5902069,0.004327128175646067,1647301252.5902534,0.001269509200938046,1647301252.5902808,32.86000061035156,1647301252.5903027,-0.3237183392047882,1647301252.5903234,4526.0,1647301252.590345,,,,,,
8494,6823.48779296875,1647301252.61159,0.008112454786896706,1647301252.6116428,0.0015184482326731086,1647301252.6116722,32.66999816894531,1647301252.6116948,-0.3226493000984192,1647301252.6117156,4528.0,1647301252.6117382,,,,,,
8736,4537.79296875,1647301252.6605632,0.0032270827796310186,1647301252.660615,0.0008423611288890243,1647301252.6606438,33.900001525878906,1647301252.6606665,-0.32293790578842163,1647301252.6606953,4539.0,1647301252.6607165,,,,,,
8961,5228.677734375,1647301252.7181513,0.0006898088613525033,1647301252.7182012,0.009697052650153637,1647301252.7182293,34.66999816894531,1647301252.7182515,-0.4761757254600525,1647301252.7182724,4520.0,1647301252.7182944,,,,,,
