,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel
0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0
1,0.01,-0.0030803410336382583,10.0,-0.003089582056739173,-0.10833008067391728,0.005,0.1,0.01,-0.01597592417827123,-3.54622745513916,-0.0020151162229068414,-0.0008834972906841365,0.003645377254486084,-0.0354622745513916,0.01,-0.0031990461624534726,10.0,-0.0032086433009408328,-0.12023620509408328,0.005,0.1,0.01,-0.0013557063018560913,-9.956887245178223,-0.0013480739793806608,0.06582072706193388,0.0030043112754821774,-0.09956887245178223,0.01,-0.003175260712620111,10.0,-0.003184786494757971,-0.11785052447579712,0.005,0.1
2,0.02,-0.0016095943233318572,10.0,-0.004843269318905557,-0.17536872621663843,0.007,0.2,0.02,-0.0047267961882772914,-3.942668437957764,-0.0019960441869848,0.0019072035922041944,0.002896487665176392,-0.07488895893096924,0.02,-0.0017373580971909032,10.0,-0.005227710514447427,-0.20190672135065948,0.007,0.2,0.02,-0.0003110337125539339,-6.153660774230957,-0.0006185629658579252,0.07295110135227356,0.0013932564735412599,-0.1611054801940918,0.02,-0.0017116869978275908,10.0,-0.00515046617646322,-0.19656796817052488,0.007,0.2
3,0.03,-0.0010979251536683515,10.0,-0.006607313574776141,-0.17640442558705835,0.008,0.30000000000000004,0.03,-0.002028365016726657,-4.38996696472168,-0.0019174647171404033,0.00785794698443963,0.0017086013793945315,-0.11878862857818603,0.03,-0.0012336188680410819,10.0,-0.007423918347871231,-0.21962078334238033,0.008,0.30000000000000004,0.03,-0.0005411503050158636,9.282733917236328,-0.001420217644297332,-0.08016546784394067,0.0007104750633239748,-0.06827814102172851,0.03,-0.0012060161811035643,10.0,-0.0072578053778812514,-0.21073392014180312,0.008,0.30000000000000004
4,0.04,-0.0011418245070458318,0.0,-0.006871499883401816,-0.026418630862567488,0.008,0.30000000000000004,0.04,-0.0009836694322008384,-4.9713683128356925,-0.0017563667457438255,0.01610979713965776,2.3578262329101808e-05,-0.16850231170654295,0.04,-0.0013717031195932127,0.0,-0.008254909373711953,0.0,0.008,0.30000000000000004,0.04,-0.0004379470201071105,-9.494226455688477,-0.0018300678474761428,-0.04098502031788107,0.0,-0.16322040557861328,0.04,-0.0013239644338343224,0.0,-0.007967617962814953,-0.07098125849337011,0.008,0.30000000000000004
5,0.05,-0.0009220384564918754,0.0,-0.0055488274311681065,0.1322672452233709,0.008,0.30000000000000004,0.05,-0.0004922339760587013,-5.661543846130371,-0.001508137439184314,0.02482293065595114,0.0,-0.2251177501678467,0.05,-0.0011039249471193567,0.0,-0.006643420331764288,0.16114890419476643,0.008,0.30000000000000004,0.05,-0.0006602465726509288,8.258186340332031,-0.0031999962273488577,-0.13699283798727152,0.0,-0.08063854217529295,0.05,-0.001172662854499224,0.0,-0.007057085058376329,0.0910532904438622,0.008,0.30000000000000004
6,0.06,-0.000522682211323652,0.0,-0.0031455015477457374,0.2403325883422369,0.008,0.30000000000000004,0.06,-0.0005672913019936376,0.0,-0.0017381027988165349,-0.022996535963222084,0.0,-0.2251177501678467,0.06,-0.0006542582863064882,0.0,-0.003937326366992446,0.2706093964771843,0.008,0.30000000000000004,0.06,-0.0008833804486033626,0.0,-0.004281452142181785,-0.10814559148329284,0.0,-0.08063854217529295,0.06,-0.0008030730350383805,0.0,-0.004832893524860974,0.2224191533515356,0.008,0.30000000000000004
7,0.07,-9.426908463817424e-05,0.0,-0.0005673113513525326,0.25781901963932047,0.008,0.30000000000000004,0.07,-0.0007727171709328331,0.0,-0.0023674995064652247,-0.062939670764869,0.0,-0.2251177501678467,0.07,-0.00016514062033656305,0.0,-0.0009938162531854364,0.29435101138070086,0.008,0.30000000000000004,0.07,-0.0009592833731976288,0.0,-0.004649328451438771,-0.036787630925698464,0.0,-0.08063854217529295,0.07,-0.0003369951273379969,0.0,-0.002028036676320065,0.2804856848540908,0.008,0.30000000000000004
8,0.08,0.00020300650641158103,0.0,0.0012216931555848946,0.17890045069374272,0.008,0.30000000000000004,0.08,-0.0010393574250439372,0.0,-0.003184448700501801,-0.08169491940365756,0.0,-0.2251177501678467,0.08,0.00020955445722602468,0.0,0.0012610987235862163,0.22549149767716528,0.008,0.30000000000000004,0.08,-0.0008587809029084337,0.0,-0.004162226300384216,0.04871021510545546,0.0,-0.08063854217529295,0.08,7.306527969206366e-05,0.0,0.0004397068531868391,0.24677435295069045,0.008,0.30000000000000004
9,0.08999999999999998,0.0003372711303626324,0.0,0.0020296976625223217,0.0808004506937427,0.008,0.30000000000000004,0.08999999999999998,-0.0012778890755100302,0.0,-0.003915276985413692,-0.07308282849118912,0.0,-0.2251177501678467,0.08999999999999998,0.0004212385676899085,0.0,0.0025350137003578694,0.1273914976771653,0.008,0.30000000000000004,0.08999999999999998,-0.0006224388514451262,0.0,-0.0030167547381314804,0.11454715622527357,0.0,-0.08063854217529295,0.08999999999999998,0.0003201147196234203,0.0,0.0019264503826937436,0.14867435295069042,0.008,0.30000000000000004
