SpringK, Zeta
7.029860839843750000e+03,6.084963679313659668e-03
3.548164794921875000e+03,2.752805361524224281e-03
3.756542968750000000e+03,5.757212420576252043e-06
4.796860351562500000e+03,3.588736057281494141e-03
3.552157714843750000e+03,6.904705427587032318e-03
