SpringK, Zeta
7.030000000000000000e+03,0.000000000000000000e+00
7.030000000000000000e+03,0.000000000000000000e+00
6.925994628906250000e+03,4.776173736900091171e-04
5.776197753906250000e+03,2.589260926470160484e-03
7.029999511718750000e+03,1.639127766850378976e-08
