# Time, Reward, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000089e-01,2.399824620265526148e-02,5.759579088637262423e+00,2.399827721492202998e-02,5.759586531581287083e+00
2.000000000000000000e+00,2.593314917027182975e-01,-8.070741644439216600e-09,-5.759581025615257310e+00,0.000000000000000000e+00,-5.759586531581287083e+00
3.000000000000000000e+00,2.594038033352032979e-01,-2.399828528566367442e-02,-5.759586531581287083e+00,2.399827721492202998e-02,5.759586531581287083e+00
4.000000000000000000e+00,2.608292383884079912e-01,-3.061253856309620325e-08,5.759581121550026772e+00,4.799655442984405995e-02,5.759586531581287083e+00
5.000000000000000000e+00,2.596216595606696265e-01,-6.410233255166600946e-03,-1.538448634230729084e+00,2.399827721492202998e-02,-5.759586531581287083e+00
6.000000000000000000e+00,2.582542064555988226e-01,-3.040848180299107056e-02,-5.759579651477872986e+00,4.799655442984405301e-02,5.759586531581285307e+00
7.000000000000000000e+00,2.592548641243468954e-01,-6.410232817907160485e-03,5.759579756420138530e+00,7.199483164476608299e-02,5.759586531581287083e+00
8.000000000000000000e+00,2.576561620027251198e-01,-8.495888765271174606e-04,1.334554545931210257e+00,4.799655442984405995e-02,-5.759586531581285307e+00
9.000000000000000000e+00,2.553104696385184447e-01,2.314866783527785160e-02,5.759581610833192755e+00,7.199483164476608299e-02,5.759586531581287083e+00
1.000000000000000000e+01,2.533156279945533162e-01,-8.495801557438405205e-04,-5.759579517845206276e+00,4.799655442984405301e-02,-5.759586531581287083e+00
1.100000000000000000e+01,2.520683500106397634e-01,-2.484785737066587050e-02,-5.759586531581287083e+00,7.199481768398462156e-02,5.759583180993736562e+00
1.200000000000000000e+01,2.521965118864641919e-01,-8.496046075718230450e-04,5.759580663142571666e+00,9.599309489890664460e-02,5.759586531581287083e+00
1.300000000000000000e+01,2.497081083217518871e-01,-2.484788182249385302e-02,-5.759586531581287083e+00,7.199481768398460768e-02,-5.759586531581287083e+00
