# Time, Reward, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000089e-01,-2.399824620265526148e-02,-5.759579088637262423e+00,-2.399827721492202998e-02,-5.759586531581287083e+00
2.000000000000000000e+00,2.603278832972816259e-01,-4.799649205312714328e-02,-5.759579004113250633e+00,0.000000000000000000e+00,5.759586531581287083e+00
3.000000000000000000e+00,2.621534635774026567e-01,-7.199476926804918020e-02,-5.759586531581287083e+00,2.399827721492202998e-02,5.759586531581287083e+00
4.000000000000000000e+00,2.637263745862205577e-01,-9.599304648297121711e-02,-5.759586531581287083e+00,4.799655442984405995e-02,5.759586531581287083e+00
5.000000000000000000e+00,2.650616184135366482e-01,-1.199913236978932540e-01,-5.759586531581287083e+00,7.199483164476608299e-02,5.759586531581287083e+00
6.000000000000000000e+00,2.661888625477482062e-01,-1.439896009128152909e-01,-5.759586531581287083e+00,9.599310885968811990e-02,5.759586531581287083e+00
7.000000000000000000e+00,2.671133998196628667e-01,-1.679878781277373279e-01,-5.759586531581287083e+00,1.199913860746101568e-01,5.759586531581287083e+00
8.000000000000000000e+00,2.678354853231300625e-01,-1.919861553426593648e-01,-5.759586531581287083e+00,1.439896632895321937e-01,5.759586531581287083e+00
9.000000000000000000e+00,2.683543523910844608e-01,-2.159844325575814017e-01,-5.759586531581287083e+00,1.679879405044542307e-01,5.759586531581287083e+00
1.000000000000000000e+01,2.686690587709105182e-01,-2.399827097725034386e-01,-5.759586531581287083e+00,1.919862177193762676e-01,5.759586531581287083e+00
1.100000000000000000e+01,2.687786610592804992e-01,-2.639809869874254478e-01,-5.759586531581287083e+00,2.159844949342983045e-01,5.759586531581287083e+00
1.200000000000000000e+01,2.686822489768683209e-01,-2.879792642023474847e-01,-5.759586531581287083e+00,2.399827721492203414e-01,5.759586531581287083e+00
1.300000000000000000e+01,2.683789515483402388e-01,-3.115412153419426233e-01,-5.654868273502832388e+00,2.639810493641423506e-01,5.759586531581287083e+00
