# Time, Reward, Motor1Pos, Motor1Vel, Motor2Pos, Motor2Vel
0.000000000000000000e+00,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.600000000000000089e-01,2.399824620265526148e-02,5.759579088637262423e+00,2.399827721492202998e-02,5.759586531581287083e+00
2.000000000000000000e+00,2.593314917027182975e-01,4.799649653345459954e-02,5.759580079391842133e+00,4.799655442984405995e-02,5.759586531581287083e+00
3.000000000000000000e+00,2.583326603594193194e-01,7.199473899797337317e-02,5.759578191484505894e+00,7.199483164476608299e-02,5.759586531581287083e+00
4.000000000000000000e+00,2.569820962844018286e-01,9.599298911147122193e-02,5.759580027239483258e+00,9.599310885968811990e-02,5.759586531581287083e+00
5.000000000000000000e+00,2.552474173891481346e-01,1.199912363542105093e-01,5.759579338257428738e+00,1.199913860746101568e-01,5.759586531581287083e+00
6.000000000000000000e+00,2.530875634716238110e-01,1.439894866109829863e-01,5.759580061625391600e+00,1.439896632895321937e-01,5.759586531581287083e+00
7.000000000000000000e+00,2.504555592843124567e-01,1.679877638259050232e-01,5.759586531581287083e+00,1.679879405044542307e-01,5.759586531581287083e+00
8.000000000000000000e+00,2.493690030960708515e-01,1.919860410408270601e-01,5.759586531581287083e+00,1.919862177193762676e-01,5.759586531581287083e+00
9.000000000000000000e+00,2.500229561401082767e-01,2.159843182557490970e-01,5.759586531581287083e+00,2.159844949342983045e-01,5.759586531581287083e+00
1.000000000000000000e+01,2.502048910213429678e-01,2.399825954706711340e-01,5.759586531581287083e+00,2.399827721492203414e-01,5.759586531581287083e+00
1.100000000000000000e+01,2.498742029082913207e-01,2.639808726855931709e-01,5.759586531581287083e+00,2.639810493641423506e-01,5.759586531581287083e+00
1.200000000000000000e+01,2.490743958058211638e-01,2.879791499005152078e-01,5.759586531581287083e+00,2.879793265790643875e-01,5.759586531581287083e+00
1.300000000000000000e+01,2.477901021697527795e-01,3.115411124702935908e-01,5.654871016746807477e+00,3.115412714809878136e-01,5.654866776461626721e+00
