SpringK, Zeta
4.195013671875000000e+03,8.273359388113021851e-03
3.429306640625000000e+03,6.171313580125570297e-03
2.484921875000000000e+03,3.558486787369474769e-05
3.721336425781250000e+03,6.406205706298351288e-03
3.736944580078125000e+03,4.275739229342434555e-06
