,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel,Time,Reward,Height,Motor1Pos,Motor1Vel,Motor2Pos,Motor2Vel
53,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.22267328194679356,0.22267328194679356,-0.1782927336092278,5.759586531581286,-0.20042643840795457,5.759586531581287,53.0,0.22267328194679356,0.22267328194679356,-0.1782927336092278,5.759586531581286,-0.20042643840795457,5.759586531581287,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.18619633822965048,0.18619633822965048,-0.5204643773718368,-0.08358395270565212,-0.5204643240654868,-0.08358537420831966,53.0,0.18619633822965048,0.18619633822965048,-0.5204643773718368,-0.08358395270565212,-0.5204643240654868,-0.08358537420831966,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.14181261745418566,0.14181261745418566,0.5204639739055221,0.08359471180737897,-0.5204637472690462,-0.08360075544673595,53.0,0.4782397515130889,0.23911987575654445,0.07089507487526128,5.759581465087832,0.006520607629953278,5.759586531581287,53.0,0.4782397515130889,0.23911987575654445,0.07089507487526128,5.759581465087832,0.006520607629953278,5.759586531581287,53.0,0.18619633822965048,0.18619633822965048,-0.5204643773718368,-0.08358395270565212,-0.5204643240654868,-0.08358537420831966,53.0,0.18619633822965048,0.18619633822965048,-0.5204643773718368,-0.08358395270565212,-0.5204643240654868,-0.08358537420831966,53.0,0.1925677409142012,0.1925677409142012,0.5204643731084113,0.08358406049037116,0.5204643784538912,0.08358392407485937,53.0,0.1925677409142012,0.1925677409142012,0.5204643731084113,0.08358406049037116,0.5204643784538912,0.08358392407485937
54,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.2239328049653702,0.2239328049653702,-0.1799748470004336,-0.4037072138893976,-0.2244247156228766,-5.759586531581287,54.0,0.2239328049653702,0.2239328049653702,-0.1799748470004336,-0.4037072138893976,-0.2244247156228766,-5.759586531581287,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.18619080472017296,0.18619080472017296,-0.520777817194483,-0.07522555743508803,-0.5207777692187681,-0.07522683678748812,54.0,0.18619080472017296,0.18619080472017296,-0.520777817194483,-0.07522555743508803,-0.5207777692187681,-0.07522683678748812,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.14375048381516872,0.14375048381516872,0.5207774540747998,0.07523524062664083,-0.5207772501019715,-0.07524067990206262,54.0,0.47888320727448647,0.2394416036372433,0.06997522299166692,-0.2207644520626477,0.008344863557402892,0.43782142258790735,54.0,0.47888320727448647,0.2394416036372433,0.06997522299166692,-0.2207644520626477,0.008344863557402892,0.43782142258790735,54.0,0.18619080472017296,0.18619080472017296,-0.520777817194483,-0.07522555743508803,-0.5207777692187681,-0.07522683678748812,54.0,0.18619080472017296,0.18619080472017296,-0.520777817194483,-0.07522555743508803,-0.5207777692187681,-0.07522683678748812,54.0,0.1924905093694957,0.1924905093694957,0.5207778133206917,0.07522565094729566,0.5207778181697302,0.07522553180138378,54.0,0.1924905093694957,0.1924905093694957,0.5207778133206917,0.07522565094729566,0.5207778181697302,0.07522553180138378
55,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.22491431731887984,0.22491431731887984,-0.2039731242153556,-5.75958653158128,-0.22852297048385248,-0.9835811666342078,55.0,0.22491431731887984,0.22491431731887984,-0.2039731242153556,-5.75958653158128,-0.22852297048385248,-0.9835811666342078,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.18618580189349088,0.18618580189349088,-0.5210599130348644,-0.0677030016915791,-0.5210598698567211,-0.067704153108738,55.0,0.18618580189349088,0.18618580189349088,-0.5210599130348644,-0.0677030016915791,-0.5210598698567211,-0.067704153108738,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.14559414151858047,0.14559414151858047,0.5210595862271497,0.06771171656397622,-0.5210594026516041,-0.0677166119118553,55.0,0.4794809777527798,0.2397404888763899,0.04597694577674489,-5.759586531581287,-0.015653413657519134,-5.759586531581287,55.0,0.4794809777527798,0.2397404888763899,0.04597694577674489,-5.759586531581287,-0.015653413657519134,-5.759586531581287,55.0,0.18618580189349088,0.18618580189349088,-0.5210599130348644,-0.0677030016915791,-0.5210598698567211,-0.067704153108738,55.0,0.18618580189349088,0.18618580189349088,-0.5210599130348644,-0.0677030016915791,-0.5210598698567211,-0.067704153108738,55.0,0.19242093796456353,0.19242093796456353,0.5210599094901712,0.06770308067510022,0.5210599139148162,0.06770297882062085,55.0,0.19242093796456353,0.19242093796456353,0.5210599094901712,0.06770308067510022,0.5210599139148162,0.06770297882062085
56,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.4530552978689351,0.22652764893446756,-0.17997486091185735,5.759583192839588,-0.20452469326893044,5.759586531581287,56.0,0.4530552978689351,0.22652764893446756,-0.17997486091185735,5.759583192839588,-0.20452469326893044,5.759586531581287,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.1861812809820556,0.1861812809820556,-0.5213137992912079,-0.06093270152242257,-0.521313760430879,-0.06093373779786404,56.0,0.1861812809820556,0.1861812809820556,-0.5213137992912079,-0.06093270152242257,-0.521313760430879,-0.06093373779786404,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.14716279279867683,0.14716279279867683,0.5213135051642646,0.06094054490757993,-0.5213133399462737,-0.0609449507206703,56.0,0.4816752533988501,0.24083762669942504,0.06997520386613443,5.759581941453488,0.008344863557402892,5.759586531581287,56.0,0.4816752533988501,0.24083762669942504,0.06997520386613443,5.759581941453488,0.008344863557402892,5.759586531581287,56.0,0.1861812809820556,0.1861812809820556,-0.5213137992912079,-0.06093270152242257,-0.521313760430879,-0.06093373779786404,56.0,0.1861812809820556,0.1861812809820556,-0.5213137992912079,-0.06093270152242257,-0.521313760430879,-0.06093373779786404,56.0,0.19235827267228436,0.19235827267228436,0.521313796010179,0.06093276480185188,0.52131380008665,0.06093268124010233,56.0,0.19235827267228436,0.19235827267228436,0.521313796010179,0.06093276480185188,0.52131380008665,0.06093268124010233
57,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.45579557542308774,0.22789778771154387,-0.18164704092093167,-0.40132320217783857,-0.22852297048385245,-5.759586531581284,57.0,0.45579557542308774,0.22789778771154387,-0.18164704092093167,-0.40132320217783857,-0.22852297048385245,-5.759586531581284,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.18617719727961624,0.18617719727961624,-0.521542296921917,-0.05483943137018166,-0.521542261947621,-0.05484036401807658,57.0,0.18617719727961624,0.18617719727961624,-0.521542296921917,-0.05483943137018166,-0.521542261947621,-0.05484036401807658,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.14846348146056812,0.14846348146056812,0.521542032207668,0.054846490416822206,-0.5215418835114761,-0.05485045564860247,57.0,0.4834267949856337,0.24171339749281684,0.06910398579231328,-0.2090923377170757,0.010015971693621216,0.40106595269239786,57.0,0.4834267949856337,0.24171339749281684,0.06910398579231328,-0.2090923377170757,0.010015971693621216,0.40106595269239786,57.0,0.18617719727961624,0.18617719727961624,-0.521542296921917,-0.05483943137018166,-0.521542261947621,-0.05484036401807658,57.0,0.18617719727961624,0.18617719727961624,-0.521542296921917,-0.05483943137018166,-0.521542261947621,-0.05484036401807658,57.0,0.19230183258884767,0.19230183258884767,0.5215422938284424,0.05483947638322698,0.5215422976432271,0.05483941357850697,57.0,0.19230183258884767,0.19230183258884767,0.5215422938284424,0.05483947638322698,0.5215422976432271,0.05483941357850697
58,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.4579782121971177,0.2289891060985588,-0.20564531813585368,-5.759586531581287,-0.23340909207237545,-1.172669181245512,58.0,0.4579782121971177,0.2289891060985588,-0.20564531813585368,-5.759586531581287,-0.23340909207237545,-1.172669181245512,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.18617350988957204,0.18617350988957204,-0.5217479447895552,-0.0493554882331635,-0.5217479133126888,-0.049356327616267855,58.0,0.18617350988957204,0.18617350988957204,-0.5217479447895552,-0.0493554882331635,-0.5217479133126888,-0.049356327616267855,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.14949756583830548,0.14949756583830548,0.5217477065467311,0.04936184137513815,-0.5217475727201585,-0.04936541008374196,58.0,0.48512899005662574,0.24256449502831287,0.04510570857739125,-5.759586531581287,-0.013982305521300812,-5.759586531581287,58.0,0.48512899005662574,0.24256449502831287,0.04510570857739125,-5.759586531581287,-0.013982305521300812,-5.759586531581287,58.0,0.18617350988957204,0.18617350988957204,-0.5217479447895552,-0.0493554882331635,-0.5217479133126888,-0.049356327616267855,58.0,0.18617350988957204,0.18617350988957204,-0.5217479447895552,-0.0493554882331635,-0.5217479133126888,-0.049356327616267855,58.0,0.19225100305550233,0.19225100305550233,0.5217479417868388,0.04935551001512226,0.521747945447176,0.04935547294770731,58.0,0.19225100305550233,0.19225100305550233,0.5217479417868388,0.04935551001512226,0.521747945447176,0.04935547294770731
59,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.4614134608086368,0.2307067304043184,-0.18164705505962364,5.759583138295216,-0.20941081485745336,5.759586531581287,59.0,0.4614134608086368,0.2307067304043184,-0.18164705505962364,5.759583138295216,-0.20941081485745336,5.759586531581287,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.1861701814692616,0.1861701814692616,-0.5219330278704296,-0.044419939409846336,-0.5219329995412497,-0.04442069485464106,59.0,0.1861701814692616,0.1861701814692616,-0.5219330278704296,-0.044419939409846336,-0.5219329995412497,-0.04442069485464106,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.15029801932086492,0.15029801932086492,0.5219328134518879,0.04442565723762607,-0.5219326930079725,-0.04442886907536803,59.0,0.48843064229744504,0.24421532114872252,0.0691039667524666,5.759581962018086,0.010015971693621216,5.759586531581287,59.0,0.48843064229744504,0.24421532114872252,0.0691039667524666,5.759581962018086,0.010015971693621216,5.759586531581287,59.0,0.1861701814692616,0.1861701814692616,-0.5219330278704296,-0.044419939409846336,-0.5219329995412497,-0.04442069485464106,59.0,0.1861701814692616,0.1861701814692616,-0.5219330278704296,-0.044419939409846336,-0.5219329995412497,-0.04442069485464106,59.0,0.1922052293859089,0.1922052293859089,0.5219330248234204,0.04441992877958845,0.5219330284756291,0.04441992682874406,59.0,0.1922052293859089,0.1922052293859089,0.5219330248234204,0.04441992877958845,0.5219330284756291,0.04441992682874406
60,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.4643736848496756,0.23218684242483775,-0.18331130050830008,-0.3994189076823549,-0.23340909207237545,-5.759586531581287,60.0,0.4643736848496756,0.23218684242483775,-0.18331130050830008,-0.3994189076823549,-0.23340909207237545,-5.759586531581287,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.18616717797611257,0.18616717797611257,-0.5220996026432165,-0.039977945468860986,-0.5220995771469548,-0.03997862536917575,60.0,0.18616717797611257,0.18616717797611257,-0.5220996026432165,-0.039977945468860986,-0.5220995771469548,-0.03997862536917575,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.15098076449591574,0.15098076449591574,0.522099409666529,0.03998309151386195,-0.5220993012670051,-0.03998598216783123,60.0,0.4912899388572416,0.2456449694286208,0.0682799343472301,-0.1977677772567601,0.011549741536283019,0.3681047622388327,60.0,0.4912899388572416,0.2456449694286208,0.0682799343472301,-0.1977677772567601,0.011549741536283019,0.3681047622388327,60.0,0.18616717797611257,0.18616717797611257,-0.5220996026432165,-0.039977945468860986,-0.5220995771469548,-0.03997862536917575,60.0,0.18616717797611257,0.18616717797611257,-0.5220996026432165,-0.039977945468860986,-0.5220995771469548,-0.03997862536917575,60.0,0.1921640111547664,0.1921640111547664,0.5220995993460418,0.03997788542911958,0.5220996032094287,0.03997793611192935,60.0,0.1921640111547664,0.1921640111547664,0.5220995993460418,0.03997788542911958,0.5220996032094287,0.03997793611192935
61,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.4667748861439842,0.2333874430719921,-0.20730957772322212,-5.759586531581287,-0.23909286649661107,-1.3641058618165562,61.0,0.4667748861439842,0.2333874430719921,-0.20730957772322212,-5.759586531581287,-0.23909286649661107,-1.3641058618165562,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1861644684199489,0.1861644684199489,-0.5222495199387247,-0.03598015092197481,-0.5222494969920891,-0.03598076283225725,61.0,0.1861644684199489,0.1861644684199489,-0.5222495199387247,-0.03598015092197481,-0.5222494969920891,-0.03598076283225725,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.1515358679667974,0.1515358679667974,0.522249346259706,0.035984782362475334,-0.5222492487001344,-0.03598738395104917,61.0,0.494096302076858,0.24704815103842895,0.04428165713230808,-5.759586531581286,-0.012448535678639011,-5.759586531581287,61.0,0.494096302076858,0.24704815103842895,0.04428165713230808,-5.759586531581286,-0.012448535678639011,-5.759586531581287,61.0,0.1861644684199489,0.1861644684199489,-0.5222495199387247,-0.03598015092197481,-0.5222494969920891,-0.03598076283225725,61.0,0.1861644684199489,0.1861644684199489,-0.5222495199387247,-0.03598015092197481,-0.5222494969920891,-0.03598076283225725,61.0,0.19212689700479205,0.19212689700479205,0.5222495160509727,0.035980009183421875,0.5222495204841032,0.035980145921895024,61.0,0.19212689700479205,0.19212689700479205,0.5222495160509727,0.035980009183421875,0.5222495204841032,0.035980145921895024
62,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.47041770466085686,0.23520885233042843,-0.18331131491222016,5.75958307464047,-0.21509458928168904,5.759586531581287,62.0,0.47041770466085686,0.23520885233042843,-0.18331131491222016,5.75958307464047,-0.21509458928168904,5.759586531581287,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.18616202462447848,0.18616202462447848,-0.5223844455046821,-0.03238213582977859,-0.5223844248527101,-0.03238268654903274,62.0,0.18616202462447848,0.18616202462447848,-0.5223844455046821,-0.03238213582977859,-0.5223844248527101,-0.03238268654903274,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.15192926521068767,0.15192926521068767,0.5223842891935653,0.03238630412622798,-0.5223842013899509,-0.032388645555944784,62.0,0.4985048483214073,0.24925242416070365,0.06827991538707759,5.75958198114468,0.011549741536283019,5.759586531581287,62.0,0.4985048483214073,0.24925242416070365,0.06827991538707759,5.75958198114468,0.011549741536283019,5.759586531581287,62.0,0.18616202462447848,0.18616202462447848,-0.5223844455046821,-0.03238213582977859,-0.5223844248527101,-0.03238268654903274,62.0,0.18616202462447848,0.18616202462447848,-0.5223844455046821,-0.03238213582977859,-0.5223844248527101,-0.03238268654903274,62.0,0.19209347993174497,0.19209347993174497,0.5223844404202481,0.03238184862610324,0.5223844460572905,0.032382137564929976,62.0,0.19209347993174497,0.19209347993174497,0.5223844404202481,0.03238184862610324,0.5223844460572905,0.032382137564929976
63,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.473597296835688,0.236798648417844,-0.18496101045550467,-0.39592693038827953,-0.23909286649661107,-5.759586531581287,63.0,0.473597296835688,0.236798648417844,-0.18496101045550467,-0.39592693038827953,-0.23909286649661107,-5.759586531581287,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.18615982099998396,0.18615982099998396,-0.5225058785140437,-0.02914392224680097,-0.522505859927269,-0.029144417894129446,63.0,0.18615982099998396,0.18615982099998396,-0.5225058785140437,-0.02914392224680097,-0.522505859927269,-0.029144417894129446,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.15214640659553919,0.15214640659553919,0.5225057378340385,0.029147673713604903,-0.5225056588107857,-0.02914978100035004,63.0,0.5024713736829975,0.2512356868414988,0.06750141404221027,-0.18684032276815452,0.012959871151957089,0.3384311077617763,63.0,0.5024713736829975,0.2512356868414988,0.06750141404221027,-0.18684032276815452,0.012959871151957089,0.3384311077617763,63.0,0.18615982099998396,0.18615982099998396,-0.5225058785140437,-0.02914392224680097,-0.522505859927269,-0.029144417894129446,63.0,0.18615982099998396,0.18615982099998396,-0.5225058785140437,-0.02914392224680097,-0.522505859927269,-0.029144417894129446,63.0,0.19206339301125833,0.19206339301125833,0.5225058710761408,0.029143357414246313,0.5225058791230729,0.029143935787784903,63.0,0.19206339301125833,0.19206339301125833,0.5225058710761408,0.029143357414246313,0.5225058791230729,0.029143935787784903
64,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.4762163564936276,0.23810817824681377,-0.17028979560765953,3.52109156348284,-0.21509458928168904,5.759586531581287,64.0,0.4762163564936276,0.23810817824681377,-0.17028979560765953,3.52109156348284,-0.21509458928168904,5.759586531581287,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.18615783432849825,0.18615783432849825,-0.5226151682224692,-0.026229530022122027,-0.522615151494372,-0.026229976104716893,64.0,0.18615783432849825,0.18615783432849825,-0.5226151682224692,-0.026229530022122027,-0.522615151494372,-0.026229976104716893,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.15218850614221346,0.15218850614221346,0.5226091315942689,0.02481450245525764,-0.522612132048726,-0.02555357710571402,64.0,0.5063815958883411,0.25319079794417054,0.04350313682728824,-5.759586531581287,-0.011038406062964941,-5.759586531581287,64.0,0.5063815958883411,0.25319079794417054,0.04350313682728824,-5.759586531581287,-0.011038406062964941,-5.759586531581287,64.0,0.18615783432849825,0.18615783432849825,-0.5226151682224692,-0.026229530022122027,-0.522615151494372,-0.026229976104716893,64.0,0.18615783432849825,0.18615783432849825,-0.5226151682224692,-0.026229530022122027,-0.522615151494372,-0.026229976104716893,64.0,0.1920363055379707,0.1920363055379707,0.522615156060531,0.026228396253647136,0.5226151689842857,0.02622956669107276,64.0,0.1920363055379707,0.1920363055379707,0.522615156060531,0.026228396253647136,0.5226151689842857,0.02622956669107276
