,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel
0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0
1,0.01,-0.02225433360489128,3.387404441833496,-0.002561236206008704,-0.05549549560087041,0.00433874044418335,0.03387404441833496,0.01,-0.0032449368553002377,9.999998092651367,-0.003254670424307546,-0.12483891743075463,0.0049999998092651364,0.09999998092651367,0.01,-0.003405295231408716,10.0,-0.0034155111171029415,-0.1409229867102942,0.005,0.1,0.01,-0.003195348219265215,10.0,-0.0032049342639230106,-0.11986530139230105,0.005,0.1,0.01,-0.0031926979064250487,10.0,-0.0032022760001443238,-0.11959947501443238,0.005,0.1
2,0.02,-0.010419777951432029,3.252828598022461,-0.0034565811699742324,-0.08953449639655287,0.0050027637481689455,0.06640233039855957,0.02,-0.0017878745562643576,10.0,-0.0053797135137004,-0.21250430893928535,0.006999999618530274,0.1999999809265137,0.02,-0.001972966439440696,10.0,-0.005936656016277053,-0.2521144899174111,0.007,0.2,0.02,-0.0017331174827228376,10.0,-0.005214950505513017,-0.2010016241590007,0.007,0.2,0.02,-0.00173308635603333,10.0,-0.005214856845304289,-0.20125808451599655,0.007,0.2
3,0.03,-0.0067346730863625005,3.2056217193603516,-0.004366091461022359,-0.09095102910481263,0.005987349224090576,0.09845854759216308,0.03,-0.0012889575635723935,10.0,-0.007756945631231941,-0.23772321175315417,0.008,0.2999999809265137,0.03,-0.0015018044000679011,10.0,-0.009037858879608627,0.0,0.008,0.30000000000000004,0.03,-0.001228899492043879,10.0,-0.0073955171431200626,-0.2180566637607045,0.008,0.30000000000000004,0.03,-0.0012305704671553867,10.0,-0.0074055730713411165,-0.21907162260368285,0.008,0.30000000000000004
4,0.04,-0.004621388741098459,3.250943183898926,-0.004969597437766266,-0.06035059767439081,0.007297029018402099,0.13096797943115235,0.04,-0.001469126466006671,0.0,-0.008841201948211091,0.0,0.008,0.2999999809265137,0.04,-0.0013480185415554013,0.0,-0.008112375583080405,0.09254832965282232,0.008,0.30000000000000004,0.04,-0.0013634289637777409,0.0,-0.008205115504014444,0.0,0.008,0.30000000000000004,0.04,-0.001367235693534306,0.0,-0.008228024403689452,0.0,0.008,0.30000000000000004
5,0.05,-0.0031032428907979766,3.371926307678222,-0.005065505247192505,-0.009590780942623776,0.008,0.16468724250793457,0.05,-0.0012044562020680455,0.0,-0.007248416502361603,0.15927854458494897,0.008,0.2999999809265137,0.05,-0.0010728920758135436,0.0,-0.0064566645122459045,0.1655711070834499,0.008,0.30000000000000004,0.05,-0.001095728736744756,0.0,-0.006594095537729943,0.16110199662845012,0.008,0.30000000000000004,0.05,-0.0010965213622762713,0.0,-0.0065988655581786,0.16291588455108533,0.008,0.30000000000000004
6,0.06,-0.0026572949614583124,0.0,-0.00433757267615749,0.0727932571035015,0.008,0.16468724250793457,0.06,-0.0007539270850720509,0.0,-0.0045371326210373085,0.27112838813242945,0.008,0.2999999809265137,0.06,-0.0007344652826464993,0.0,-0.004420012070966633,0.20366524412792728,0.008,0.30000000000000004,0.06,-0.0006468233421363774,0.0,-0.00389258287297672,0.2701512664753223,0.008,0.30000000000000004,0.06,-0.0006409721405639989,0.0,-0.0038573703419141447,0.2741495216264455,0.008,0.30000000000000004
7,0.07,-0.0018704353505414489,0.0,-0.003053160972606211,0.12844117035512792,0.008,0.16468724250793457,0.07,-0.0002499315428377421,0.0,-0.0015040878335428587,0.30330447874944505,0.008,0.2999999809265137,0.07,-0.0004041293773025127,0.0,-0.002432050592606521,0.19879614783601113,0.008,0.30000000000000004,0.07,-0.0001598282091266409,0.0,-0.0009618461625241248,0.29307367104525944,0.008,0.30000000000000004,0.07,-0.00014510183842753922,0.0,-0.000873222863656931,0.2984147478257214,0.008,0.30000000000000004
8,0.08,-0.0010262414250079336,0.0,-0.0016751609545868522,0.13780000180193583,0.008,0.16468724250793457,0.08,0.0001604549060586761,0.0,0.000965617501876488,0.24697053354193463,0.008,0.2999999809265137,0.08,-0.0001515665161346319,0.0,-0.0009121272940982147,0.15199232985083067,0.008,0.30000000000000004,0.08,0.0002111391829677241,0.0,0.0012706356030997637,0.22324817656238888,0.008,0.30000000000000004,0.08,0.00023378545875804,0.0,0.0014069208908058847,0.22801437544628156,0.008,0.30000000000000004
9,0.08999999999999998,-0.000425907933422306,0.0,-0.0006952207569600961,0.0979940197626756,0.008,0.16468724250793457,0.08999999999999998,0.0004078303671284723,0.0,0.0024543228372958343,0.14887053354193464,0.008,0.2999999809265137,0.08999999999999998,-3.00508104772145e-05,0.0,-0.0001808457774518769,0.07312815166463378,0.008,0.30000000000000004,0.08999999999999998,0.0004190956079633852,0.0,0.002522117368723652,0.12514817656238883,0.008,0.30000000000000004,0.08999999999999998,0.0004496617888449152,0.0,0.0027060646452687,0.1299143754462815,0.008,0.30000000000000004
