,des_spring_k,des_spring_k,des_zeta,des_zeta,max_height,max_height,rollout/ep_len_mean,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/ep_rew_mean,time/fps,time/fps,train/actor_loss,train/actor_loss,train/critic_loss,train/critic_loss,train/learning_rate,train/learning_rate
,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time,value,wall_time
163,5059.103515625,1647367185.337002,0.009545454755425453,1647367185.3370738,0.007339934352785349,1647367185.3371038,40.75,1647367185.3371358,-0.05215125158429146,1647367185.3371596,4801.0,1647367185.337183,,,,,,
258,6185.3662109375,1647367185.3572972,0.008187011815607548,1647367185.357384,0.00033772236201912165,1647367185.3574455,32.25,1647367185.3574967,-0.048402998596429825,1647367185.3575473,4753.0,1647367185.3575883,,,,,,
421,6352.087890625,1647367185.394856,0.0007680573035031557,1647367185.394912,0.008206216618418694,1647367185.3949594,35.08333206176758,1647367185.3950105,-0.056353166699409485,1647367185.3950603,4580.0,1647367185.3951073,,,,,,
548,7570.34326171875,1647367185.4265888,0.005445222835987806,1647367185.426657,0.0009546098881401122,1647367185.4266896,34.25,1647367185.426715,-0.055998437106609344,1647367185.4267578,4432.0,1647367185.4267962,,,,,,
700,4362.53271484375,1647367185.4596605,0.003783158026635647,1647367185.4597287,0.009927649982273579,1647367185.4597614,35.0,1647367185.4597876,-0.04149580001831055,1647367185.4598112,4467.0,1647367185.4598365,,,,,,
842,4807.33447265625,1647367185.496372,0.006300853565335274,1647367185.4964325,0.0032166086602956057,1647367185.4964633,35.08333206176758,1647367185.496489,-0.045166581869125366,1647367185.4965122,4353.0,1647367185.4965386,,,,,,
953,6888.35400390625,1647367185.524553,0.00589809799566865,1647367185.5246053,0.00042243354255333543,1647367185.5246353,34.03571319580078,1647367185.5246613,-0.044041819870471954,1647367185.5246844,4300.0,1647367185.5247087,,,,,,
1051,4511.19287109375,1647367185.5469358,0.00048411035095341504,1647367185.5470152,0.015697099268436432,1647367185.547078,32.84375,1647367185.5471373,-0.03914390504360199,1647367185.5471947,4307.0,1647367185.5472527,,,,,,
1140,7588.1796875,1647367185.5689127,0.0078559136018157,1647367185.5689812,0.0026908516883850098,1647367185.5690417,31.66666603088379,1647367185.5690997,-0.03659411147236824,1647367185.569142,4286.0,1647367185.569171,,,,,,
1308,3232.907470703125,1647367185.6090524,0.003953162580728531,1647367185.6091418,0.001885036239400506,1647367185.6092055,32.70000076293945,1647367185.6092658,-0.04253784939646721,1647367185.6093276,4274.0,1647367185.6093595,,,,,,
1471,5004.1650390625,1647367185.6454673,0.0033052165526896715,1647367185.645532,0.0008011154714040458,1647367185.6455646,33.431819915771484,1647367185.6455903,-0.04515095427632332,1647367185.6456137,4294.0,1647367185.645638,,,,,,
1617,4944.81640625,1647367185.6770024,0.008138662204146385,1647367185.6770697,0.0035433003213256598,1647367185.677102,33.6875,1647367185.6771276,-0.04524260386824608,1647367185.6771512,4323.0,1647367185.6771765,,,,,,
1709,7628.6630859375,1647367185.6976264,0.009271176531910896,1647367185.697679,0.004278483334928751,1647367185.69771,32.86538314819336,1647367185.697736,-0.04376617446541786,1647367185.6977594,4330.0,1647367185.697785,,,,,,
1831,8397.2373046875,1647367185.7231796,0.007847139611840248,1647367185.72323,0.002628554590046406,1647367185.72326,32.69643020629883,1647367185.723285,-0.04388544708490372,1647367185.7233083,4357.0,1647367185.7233326,,,,,,
1914,8964.3583984375,1647367185.7414012,0.002657100325450301,1647367185.7414536,0.0014821515651419759,1647367185.7414837,31.899999618530273,1647367185.7415113,-0.04266044870018959,1647367185.7415342,4365.0,1647367185.7415588,,,,,,
2018,4787.52783203125,1647367185.7640476,0.0010269060730934143,1647367185.7641132,0.003617199370637536,1647367185.7641444,31.53125,1647367185.7641697,-0.04237373545765877,1647367185.7641928,4376.0,1647367185.764217,,,,,,
2202,3881.485107421875,1647367185.8043191,0.0064112902618944645,1647367185.8043869,0.0008330250275321305,1647367185.8044186,32.382354736328125,1647367185.8044467,-0.043485190719366074,1647367185.8044708,4392.0,1647367185.8044953,,,,,,
2414,5980.4609375,1647367185.8486307,0.0026623629964888096,1647367185.8486974,0.005785237066447735,1647367185.8487341,33.52777862548828,1647367185.84877,-0.04593502730131149,1647367185.8488057,4424.0,1647367185.8488324,,,,,,
2582,3248.213623046875,1647367185.8853166,0.0030080347787588835,1647367185.8853698,0.00028362387092784047,1647367185.8854005,33.97368240356445,1647367185.8854256,-0.04620394855737686,1647367185.8854487,4433.0,1647367185.8854728,,,,,,
2802,2823.71435546875,1647367185.9360034,0.004652041010558605,1647367185.9360678,0.006049757823348045,1647367185.9361007,35.025001525878906,1647367185.9361267,-0.049912337213754654,1647367185.9361506,4426.0,1647367185.9361756,,,,,,
2915,5753.99853515625,1647367185.9612532,0.006248148623853922,1647367185.9613273,0.0008726672385819256,1647367185.9613638,34.7023811340332,1647367185.9613907,-0.04992283508181572,1647367185.9614155,4428.0,1647367185.961441,,,,,,
3083,8421.1728515625,1647367186.0008671,0.0014837959315627813,1647367186.0009313,0.0013415717985481024,1647367186.0009646,35.03409194946289,1647367186.0009909,-0.05245748907327652,1647367186.0010147,4417.0,1647367186.0010405,,,,,,
3235,5530.91552734375,1647367186.0364578,0.00876125879585743,1647367186.0365155,0.0013704720186069608,1647367186.0365472,35.16304397583008,1647367186.0365722,-0.053272999823093414,1647367186.036596,4410.0,1647367186.0366333,,,,,,
3350,4744.44677734375,1647367186.064574,0.005760216154158115,1647367186.0646274,0.00035143105196766555,1647367186.0646584,34.89583206176758,1647367186.0646837,-0.052789781242609024,1647367186.0647073,4398.0,1647367186.0647454,,,,,,
3482,8247.875,1647367186.0952597,0.0028373347595334053,1647367186.0953271,0.0017949752509593964,1647367186.0953596,34.81999969482422,1647367186.0954022,-0.05264192819595337,1647367186.0954568,4395.0,1647367186.0955098,,,,,,
3554,8974.927734375,1647367186.114266,0.00040639512008056045,1647367186.1143165,0.003645740682259202,1647367186.1143472,33.90999984741211,1647367186.1143725,-0.050956498831510544,1647367186.1143956,4380.0,1647367186.1144207,,,,,,
3715,5443.96875,1647367186.1524708,0.007309977430850267,1647367186.1525605,0.004090689588338137,1647367186.1526248,34.56999969482422,1647367186.1526845,-0.053840480744838715,1647367186.1527398,4373.0,1647367186.1527944,,,,,,
3861,4964.72900390625,1647367186.1871722,0.0019063528161495924,1647367186.187226,0.0021113911643624306,1647367186.1872568,34.400001525878906,1647367186.1872814,-0.052474070340394974,1647367186.1873045,4366.0,1647367186.187329,,,,,,
4070,7689.04638671875,1647367186.2301257,0.0075470395386219025,1647367186.2301764,0.002181046875193715,1647367186.2302074,35.220001220703125,1647367186.2302337,-0.05411139875650406,1647367186.230257,4389.0,1647367186.2302823,,,,,,
4281,2999.491455078125,1647367186.2740855,0.0018987975781783462,1647367186.2741446,0.001708385650999844,1647367186.2741752,35.810001373291016,1647367186.274201,-0.060248199850320816,1647367186.274224,4408.0,1647367186.2742484,,,,,,
4485,3779.615966796875,1647367186.3180597,0.00970753375440836,1647367186.3181167,0.005513293668627739,1647367186.318148,36.43000030517578,1647367186.3181732,-0.06135232001543045,1647367186.3181968,4418.0,1647367186.3182216,,,,,,
4612,7624.65087890625,1647367186.3445802,0.008224244229495525,1647367186.3446345,0.002272504847496748,1647367186.3446648,36.59000015258789,1647367186.3446894,-0.062179118394851685,1647367186.344712,4427.0,1647367186.3447359,,,,,,
4744,8197.1748046875,1647367186.372037,0.00990496389567852,1647367186.372089,0.00021171131811570376,1647367186.3721192,36.93000030517578,1647367186.372144,-0.06424973160028458,1647367186.3721666,4437.0,1647367186.3721907,,,,,,
4952,6703.8271484375,1647367186.4161105,0.002342663239687681,1647367186.4161754,0.0005040796240791678,1647367186.4162364,38.119998931884766,1647367186.4162886,-0.06720183044672012,1647367186.4163182,4448.0,1647367186.4163451,,,,,,
5082,3015.802490234375,1647367186.4436955,0.004675670526921749,1647367186.4437468,0.0038161608390510082,1647367186.4437773,37.7400016784668,1647367186.443802,-0.06622335314750671,1647367186.4438252,4455.0,1647367186.4438496,,,,,,
